perf, CACHE_MISS_L1, CACHE_MISS_L2
33.77,1895620,654276
25.91,3534460,88539
45.58,472776,190910
41.82,928760,326837
42.85,1208205,290599
47.73,694795,88954
39.43,1332541,240456
21.80,2612042,1631207
19.42,2983686,2026382
26.87,2682850,97236
47.52,1520981,67049
36.24,923026,773907
16.71,2676960,2589211
43.82,558333,284510
38.57,875103,454626
46.19,806080,71181
47.02,1262931,68615
17.58,2945949,2023935
30.56,1992714,378839
45.89,936305,89791
45.15,756127,112936
32.94,1406746,553930
47.69,960958,88531
42.04,3787522,79877
45.16,1191118,173724
41.86,1239630,479310
37.51,795027,587583
34.12,1147284,395141
26.93,1518718,919092
32.61,953368,870866
31.92,3605211,88463
9.50,4926486,4316378
25.37,3101669,554414
20.67,5248008,86915
47.25,1394484,70044
42.91,853351,305083
43.39,919768,281471
46.88,1212886,79551
44.39,846670,280250
44.13,495519,172575
34.99,1861839,120375
43.52,489776,283558
42.87,892430,169749
39.12,1105242,88769
40.63,1446791,288410
34.98,1463831,741525
30.70,4694325,84664
26.71,2796766,434136
32.48,3033525,456683
42.70,1525015,98142
41.11,966112,274343
35.27,2436045,97653
27.97,2824363,84805
33.72,1512905,892191
20.05,2569704,2060590
43.71,1643959,95180
42.63,2747458,72555
41.73,1077875,190989
44.83,1013921,88783
45.70,972945,82652
48.02,1016598,78179
41.10,970606,178858
33.80,2080764,68228
30.30,1921598,694047
25.90,3549199,456984
47.17,881013,143797
46.93,758410,111747
25.63,4550824,200963
38.98,1672737,268626
38.88,1129480,455002
44.94,1242572,87359
41.30,781227,157973
32.38,974751,234194
29.75,1506820,526921
9.46,7633633,3677883
28.39,4895309,93987
19.90,6183645,671770
39.96,1864027,91598
25.01,2707224,68514
44.24,1358342,295042
13.20,3777390,2444051
44.42,1083820,272329
10.50,3222053,3331312
24.04,1537857,1475420
31.47,905661,743999
44.19,1201375,73631
40.09,668400,505231
31.79,1864131,98683
42.19,1124667,71986
39.31,3337664,83516
43.00,721511,283951
38.41,572624,444219
37.92,1939716,95401
38.62,2168870,67208
42.11,728419,271751
38.01,714008,434293
43.64,779655,156711
23.23,1958613,1694785
37.02,2253799,85147
32.17,1948253,74512
21.04,2976244,561591
44.46,840461,71625
42.79,792641,173117
39.70,966826,241809
23.44,2119900,1567654
38.08,854020,559623
46.46,556804,89579
26.76,1976713,1476689
29.76,1829742,666062
30.24,3736834,152883
26.83,2663972,1148646
43.61,964497,211043
43.72,1028923,201452
26.52,3248251,624844
29.22,3571642,67965
43.91,1685071,287816
34.79,994658,811843
45.68,751272,85450
27.13,2160212,1458433
33.54,1116763,719931
38.05,2243203,71546
39.14,1102616,204624
46.68,986285,76946
34.12,1189104,915681
42.80,1188669,72245
44.34,1154454,299990
45.92,1229355,115415
42.12,1582153,92061
34.34,1344816,903564
21.32,2088701,1013419
24.75,2071208,1532531
41.92,1195597,91186
37.99,2278406,66904
39.15,726642,469565
16.21,2021319,1656888
45.34,990038,150320
27.52,2100939,395281
45.71,971400,116995
37.15,729175,477352
37.62,2080116,93219
32.43,1111825,869645
15.23,2065336,2531337
26.23,3158041,595687
47.21,695836,87864
33.89,1500574,936251
39.73,850170,510300
42.20,1745353,150173
27.49,3667176,404665
42.49,1380080,170605
36.29,1889196,439640
38.68,1134275,566792
38.94,1310136,82832
36.82,1978344,516998
41.57,1610549,270571
29.93,2872698,120293
39.69,2147278,74696
16.69,2501202,2598767
41.71,1533860,188025
24.30,4642407,72447
42.68,1470529,72484
29.66,2860508,85721
26.41,2947985,68060
36.26,1691679,504772
10.92,4356878,3468837
22.24,2888154,576448
19.69,2633019,2338516
32.40,1509248,828332
25.07,1828485,1497993
26.41,2902639,401142
37.45,1890993,475232
44.61,1934465,67551
36.19,3006676,67820
30.91,1336091,736850
33.07,1504857,847200
32.66,1493334,836492
40.70,1326192,287143
44.57,1518153,85900
25.43,1747704,1502705
15.02,2736604,2248877
41.45,1493392,287480
25.79,1711657,1488679
11.75,4325454,3367358
30.31,4425646,67702
32.90,1307682,727632
33.99,3218499,67789
19.77,2579160,1881395
41.38,1407721,279967
39.29,1282158,431521
38.59,1343890,440693
22.32,2106267,1146045
45.98,1345036,113039
42.95,1531737,260223
41.46,2751210,72747
45.57,1228842,70725
42.89,1361120,85836
31.18,1378858,877587
45.66,1192039,83883
31.47,1409550,884548
36.74,2082607,87500
43.24,1485324,73360
