perf, CACHE_MISS_L1, CACHE_MISS_L2
4.31,85969500,611612
15.87,22488850,2092561
8.64,43129630,608574
4.23,90394496,605743
16.42,22625279,903119
8.72,42140419,604382
4.29,86356758,604680
8.68,42130747,604114
16.39,22497439,1180264
4.39,85356885,848052
8.85,41876201,630621
10.26,34937144,610498
5.55,66787371,611277
36.71,5844923,1995912
17.72,23166888,3601352
29.95,13961262,951728
18.87,23016824,1353762
5.54,66438913,609943
28.28,14105258,2337813
39.00,5841688,1952787
32.38,9058108,3758993
22.52,6339879,4189653
32.15,7510500,693863
27.37,6518555,4092784
33.33,6846300,813354
32.14,7483318,682432
32.91,7475886,723270
28.21,11417886,628965
10.07,39888144,608724
33.43,6857755,770470
31.03,8586797,620989
10.38,40181526,878452
29.86,5633093,4094369
33.53,6358309,1255413
30.00,5628142,4103814
12.59,28935590,613253
31.92,9339630,4641775
12.73,28435123,610530
28.42,9217400,4276593
12.70,28781789,611321
12.56,28950322,610181
13.38,28532314,1136897
12.71,28872733,609512
32.58,9326015,4999784
34.02,6334189,1087344
32.99,9333573,4592738
22.78,16013127,1604107
13.32,28430225,822326
13.88,23502653,604948
13.83,23247431,610604
14.21,23276718,1025430
14.02,23456536,615118
35.11,8144989,1795802
22.00,16449177,3913676
13.84,23181357,602049
22.47,16441673,3799668
36.34,6415665,1193556
14.33,23282950,1035548
13.91,23097752,611694
38.25,8174671,951870
32.85,11603209,981555
24.00,16490012,937896
14.67,23072968,868572
15.21,27909949,834309
22.30,17719296,706830
9.32,42281762,1036278
18.86,18805920,4104631
22.57,17667303,737186
22.54,17749395,704240
17.86,22767849,634734
17.98,22670916,630589
18.21,26435337,997336
18.13,26689441,1056687
9.85,43822921,893950
9.85,43466020,861059
12.37,31667944,614945
20.49,18910421,5466682
30.10,13470087,1760619
24.06,14122333,4240589
12.53,30043835,611121
32.99,12813504,1167415
30.18,14936672,1676097
22.58,19244723,3885525
24.44,14133924,4126607
31.22,13336078,2150378
33.25,12745054,1251085
12.46,30997489,609236
33.00,12604730,892649
33.54,13187448,1406100
12.86,31550853,880707
27.55,16061760,3865070
36.36,10988444,969560
28.31,16106974,3494639
26.21,16104409,3603899
13.89,27323423,610760
37.09,10963790,998459
21.95,20501326,1224954
27.20,16119612,3893279
36.90,11341122,1249971
31.76,13035711,3967114
33.17,13070192,3747389
30.42,16179348,2043887
37.62,11859763,1493434
12.16,16617542,4167891
20.14,15401904,4199055
25.16,16219190,783177
12.16,16598012,4165493
27.31,13492002,815999
25.89,16150153,1673944
21.89,18247586,784743
20.02,15379767,4199601
27.12,13507449,826375
27.04,14414485,784831
28.82,15812639,916331
27.69,17520817,934291
29.12,13788181,810303
26.81,13060917,613761
34.97,12634571,2470237
33.01,10557074,793602
26.75,12998419,603455
32.62,13718775,1861594
26.55,13131122,604147
34.45,13692321,915122
29.15,9863955,3849748
19.84,16216310,7798572
22.09,16386046,7620917
17.89,19680045,3661315
33.17,9348211,2751552
19.41,20011618,1144510
10.82,34543775,826055
10.59,34785919,837004
34.80,12881799,2505043
11.06,34505215,1055635
5.56,67120718,1131169
5.51,67242771,867664
16.50,17410463,10777015
26.11,13457593,4309099
17.79,17600232,10781660
32.02,13138630,2412736
26.46,14101513,6375331
29.46,14122166,5526848
22.89,17833063,7524605
25.40,14205295,3456514
17.62,23380738,952483
40.53,14165137,1001285
22.79,11793609,7125418
14.85,23483808,841082
14.78,22792312,1230077
24.67,16391421,801268
22.51,8660545,8355826
16.41,23333979,947986
17.63,18312293,7287725
35.22,15209730,1024909
15.56,24456065,954189
31.83,9349419,2849993
30.54,10058973,4271404
34.72,10078462,2699965
29.96,11698712,5572922
34.17,8960680,1805899
28.40,15176815,3991657
24.71,19366315,1712709
26.47,16190896,1725578
39.34,10045524,1748061
24.86,19439612,1197814
27.10,13543325,3048262
17.42,13208197,11873865
22.83,20133946,1728247
30.28,16128609,4309097
16.32,21392473,1099675
21.35,15909785,10000470
17.81,19047384,9941023
22.53,20014913,3721755
24.37,20370128,954801
31.74,19269142,989999
32.02,19138550,1064940
23.72,16518549,7028400
29.72,17411044,1989778
29.80,17196974,3038874
30.51,14693027,3719202
22.01,19632440,3525669
37.05,12660686,1670160
36.94,14829505,1084376
32.12,17632088,1047873
15.92,23821755,912921
28.99,11946644,4545148
32.35,11353860,2967893
23.73,16116434,7754251
24.52,16273003,7125837
33.89,12067907,2829245
35.58,13450997,3077766
26.49,16465965,5202720
32.96,11896411,4393507
32.34,16825912,1375702
35.35,11392802,2188187
32.45,16940323,1319778
33.50,16823887,1169606
30.18,13462833,2766052
20.51,20010110,1281507
17.99,22003134,1772629
27.94,20600082,881455
