perf, CACHE_MISS_L1, CACHE_MISS_L2
34.76,21337855,5064978
19.58,58069213,16894714
44.27,9041269,1038738
46.76,13453210,347833
20.83,24112252,246703
48.68,13454670,232467
23.32,54030279,8245095
41.42,13982992,3344679
48.18,23848015,475650
46.95,23718397,721403
47.24,12766982,321962
44.18,13990921,333760
47.36,22166823,231560
46.47,14039332,2380454
20.84,46956902,23347955
28.36,25048706,21144108
33.69,15180539,262503
45.11,16177830,243983
36.02,20465359,13171000
45.33,45898216,1091605
44.54,33327214,231465
36.67,12706865,8420090
48.52,23092709,642366
38.08,14556717,6656504
49.02,23186017,235971
45.22,25198435,1427427
12.12,92533085,20763347
33.22,14910716,5029884
12.19,93572439,20023032
29.53,36226629,9526884
42.35,18628189,1424329
33.68,27190039,1335259
40.95,22823586,1304615
47.51,24433174,446003
41.30,16618684,3595946
38.04,13092499,5082858
42.88,16659174,2489445
39.17,13304614,4256932
24.03,27336013,11758286
18.72,30110889,9637587
46.01,14457506,1156218
39.54,13198560,3643722
25.80,18910502,826003
37.94,13228789,333528
46.50,24869053,1704707
20.82,61221935,15132734
46.64,14051858,602040
45.94,25532294,230894
37.89,14906492,6139047
27.34,22533105,9998265
43.70,9914921,3135415
34.87,12833248,4313029
46.49,45554507,1055469
48.27,18759834,308370
48.36,23694036,496454
42.92,14178730,3242152
35.42,20998274,5005556
44.58,6613264,2021174
33.51,17107609,6570612
29.69,34743584,10813470
48.95,44909908,236603
46.28,36848620,309764
47.22,24038501,1233027
48.88,24937561,231141
46.12,16189506,250912
43.70,13910144,3339037
39.19,15511657,6658906
48.17,12293230,798811
45.24,13999677,3049187
36.63,17483734,11634439
48.28,12859921,787349
32.34,16762703,18776831
47.94,13164571,701043
45.40,7924660,1627603
47.16,12381631,597389
9.07,142598304,21479536
44.58,9266225,1587600
45.35,8174829,855031
37.33,11169444,5284090
46.56,9840310,597709
46.78,9950951,324922
45.20,7733420,1644921
18.36,31940864,696207
46.24,11700421,1068287
44.17,9503152,1599284
46.06,10503171,1171068
38.20,11619010,350385
8.50,143824773,24228635
47.04,9337280,881394
28.58,14225300,5615998
46.83,10583956,357951
22.23,43214898,11464149
45.39,9786345,1585304
32.26,15213595,338268
17.07,67741343,14589035
46.01,12060909,1234958
45.51,9120155,1127070
45.48,7825238,656214
46.25,11571270,864627
46.49,8916699,244791
27.48,24811783,12836618
36.71,13935884,7162137
26.22,33885089,11590336
13.62,90468975,23939207
47.36,11404811,1674492
41.27,25917295,231548
43.84,9658268,2594881
36.29,16922995,6695627
43.45,11438576,265977
19.55,46907060,26713625
48.24,10216424,825639
27.27,24081633,17540198
41.43,13306654,4117746
48.74,10287092,369366
34.47,15510495,626124
24.51,13817278,15759922
21.45,47251513,19468694
46.36,11320437,249533
21.43,23576549,18655611
30.42,18584213,10373445
43.19,10167132,3216472
35.44,13653465,6939442
41.91,10018767,664776
46.84,10393270,355674
36.54,24084479,346790
42.21,9991177,244301
42.53,11032080,3063533
46.20,11430725,1532365
31.42,11897938,10678251
24.49,19661512,17769533
46.34,10546187,339854
16.71,37071832,34255915
32.49,16069026,561010
45.42,9933760,1643251
37.43,14063102,245644
44.40,12397204,2073894
41.35,11008179,756045
32.92,19791629,9709607
45.67,11705416,1570592
25.68,22732700,18130674
36.22,26325285,244997
28.22,15228084,9724681
39.32,16670617,730886
32.59,15384541,677812
38.94,16287304,339897
38.60,14747998,340831
31.97,15166277,11453173
29.25,15369690,9514797
42.64,12106412,693850
38.30,24611873,335643
44.16,12287982,253568
45.18,9699776,1809406
21.14,46248216,18068960
26.47,20935299,647095
46.28,10436261,340642
40.14,17009814,243062
44.80,14430466,658394
43.55,21175788,331989
33.43,29282557,243619
45.34,11052916,2703468
38.08,20020553,332397
38.83,39377589,232559
39.52,14542870,6456934
39.13,16999922,562834
47.29,13540082,330996
25.11,16045228,19337980
46.27,11296857,1753314
33.04,16531188,12141120
44.11,12037797,3253614
36.22,16393958,11234786
47.21,11144353,1507381
42.28,13951306,4519144
29.53,16199968,17048655
34.67,16504831,8539128
33.98,17398870,358919
48.20,9946439,852405
34.23,16388788,12115520
48.07,10087526,877908
23.79,15934736,19807033
33.87,16548954,10032584
46.85,10449976,1551912
46.79,11382510,1471481
45.60,13531377,346847
46.62,10374248,1706116
35.06,16718467,9577186
48.40,9950168,516212
48.08,11115580,302556
47.67,12385566,230928
48.09,8694268,784086
42.10,15280412,681666
45.18,10664701,2837303
42.46,15700007,328479
38.51,17496928,350876
45.30,12604956,247982
24.32,15503616,20612730
30.65,15513022,11904678
36.13,16445401,617617
48.14,8010134,491435
41.27,15155737,340042
45.04,12161082,250107
