perf, CACHE_MISS_L1, CACHE_MISS_L2
38.85,1357011,508693
43.30,1484582,395696
30.62,3689895,378470
30.00,3678887,891998
19.75,5053756,462808
10.73,9453357,179250
5.35,18401240,175895
43.09,1323678,398060
22.90,4858265,700545
7.33,16423031,178183
37.30,2215673,714475
12.40,8076856,156592
12.56,8061363,196478
30.77,1467239,1065113
33.23,1496007,1012528
38.18,1651709,248429
41.37,1786101,231316
40.30,2025760,183258
37.40,2967153,237632
34.99,2930332,648404
31.71,4349926,275956
29.97,4431084,362827
21.62,5577672,251766
12.16,10467218,205733
37.58,1273447,1065077
43.86,1344599,255453
44.15,1346895,263026
44.22,1415409,294759
43.39,1414624,317754
44.93,1543124,253749
42.43,1541663,432736
39.17,2441045,489698
37.38,2442841,970310
26.91,4506899,230956
14.88,7612013,172076
19.45,4536364,172419
27.27,3814614,776133
28.19,3820564,514039
43.14,1414350,239041
29.31,3827206,259149
19.88,4519755,157607
29.18,3796698,224093
29.08,3758656,236696
19.67,4580076,233394
20.95,4581607,1069541
21.34,4538058,1027309
21.08,4524042,1023411
20.41,4605329,1020297
27.18,4134870,265319
27.03,4137377,245154
27.39,4141247,245481
26.62,4158725,247064
26.71,4269916,217015
26.35,4231932,344798
25.38,4390263,315148
25.42,4377096,642774
14.80,6922633,651270
14.91,7152968,235238
10.73,10456985,262663
29.14,3325084,1069693
29.10,3411040,1029368
34.98,3133641,312887
38.28,3053498,275117
38.31,3048142,295701
38.05,3068391,338006
38.30,3087351,461036
36.43,3108243,530130
38.11,3223130,302085
35.27,3280076,697849
26.96,4792922,362699
21.27,5299213,233892
31.20,2868070,1055110
41.02,2804554,493251
43.04,2733295,350330
39.52,2915709,720697
35.85,3301617,778132
18.89,4830007,172125
19.49,4701121,169179
42.28,2804680,408858
38.01,3320107,551700
27.18,4778023,262154
26.82,4753357,243615
26.59,4728553,202826
34.16,3984956,269637
21.52,5798903,1059283
22.30,5795194,1059281
20.84,5894324,1068710
23.59,5879487,617893
21.94,5905488,608434
22.07,5922812,652011
27.26,5590092,251293
27.53,5659451,235867
27.56,5654869,250065
25.85,5714820,249693
28.16,5743265,269182
25.95,5815174,371550
26.78,6062751,246151
24.36,5998372,815345
25.23,6284876,203541
25.08,6260398,393617
22.45,6192854,1119175
27.65,5471656,203759
31.23,3625964,1065853
30.98,3636887,1075906
31.94,3669205,647548
31.00,3699156,678883
40.82,3663676,324835
37.37,3743325,402165
38.52,3807073,555311
37.55,3999007,540319
35.23,4132553,586463
34.01,3401468,320843
34.70,2413836,849628
39.83,2265630,597053
32.59,2906425,1260638
34.28,2323351,796061
14.44,7034317,296911
43.22,2719434,292732
14.38,7103076,197678
7.50,13394939,203500
17.09,3215343,2961166
30.01,3398652,1238099
34.60,3306042,846489
24.08,3888003,469596
32.76,3397751,1156630
31.27,2804146,1330883
35.24,2827361,704664
43.42,3410320,260791
40.35,2863094,257118
40.60,4018914,269040
40.04,2853171,260924
28.55,4103920,269360
26.32,2190144,1983720
40.84,2229386,491964
37.52,2375565,813786
30.71,2716418,822762
34.22,2564389,1234111
32.58,3000357,1345140
31.60,3015593,1294892
35.42,3115246,651621
32.23,2681501,491825
37.77,3151468,263966
33.58,2651282,215708
34.26,2646141,238190
40.27,2271110,594416
35.33,2547200,1220372
40.66,2223388,481312
41.18,2376695,495425
40.77,2557150,688340
32.24,2655504,405095
20.06,5567765,294439
41.60,3047185,272498
34.12,2647203,198988
42.33,3057422,257872
22.12,5608101,198633
24.04,4006654,1934116
34.28,3377843,705085
31.14,3505608,1206175
24.59,4012128,1904837
25.03,3548467,468573
35.41,2858048,692906
41.76,3699901,293847
34.35,2551836,221354
25.13,3826346,232235
42.02,3701046,276162
39.64,2902798,287220
27.53,3767621,259638
36.84,3130445,835483
32.12,3239256,1223554
21.09,5253185,321400
41.00,3068864,463384
39.82,3089276,542544
26.99,3028125,793338
21.22,5277548,322295
40.53,3103976,438142
37.09,3296174,760696
29.44,2926787,469911
35.96,3624631,266032
21.71,5275292,198867
32.07,2832724,246163
31.68,2828873,246770
38.12,2791185,601519
30.39,3279588,1353115
38.80,3023732,738293
43.16,3066796,300794
40.28,3493114,278279
33.19,2791271,199266
37.01,3463881,274020
32.04,2647488,204928
20.43,5629510,197866
15.29,3252740,3620639
15.56,3264389,3398509
30.42,3604548,1269164
33.72,3341122,895412
34.36,3348464,851181
33.75,3465567,990541
38.78,4008894,264963
32.66,2107298,231425
37.93,2416647,254438
34.47,2823333,231444
