perf, CACHE_MISS_L1, CACHE_MISS_L2
10.26,5923149,6164245
44.78,2714893,410295
46.96,2606133,242754
42.54,2622985,576205
24.94,3212544,2402401
47.49,2610028,223977
43.60,2636830,493820
46.17,2719052,368511
43.56,1646941,130855
47.11,3067256,127779
48.27,2606706,120590
47.77,2718174,126052
47.26,2499185,123732
13.33,11897911,127069
45.55,871976,115828
44.80,2726908,113958
45.94,1640920,426441
16.87,3739886,3994935
30.87,1194238,1315457
43.35,1780818,681856
20.65,3824014,2717710
38.20,1945875,1007788
37.35,905567,1118854
36.96,2381093,128203
36.08,2381093,116275
33.82,3651922,114639
45.86,993365,116408
44.30,2939324,113501
4.61,14624261,15035171
36.38,915510,1062671
4.61,14476544,15072722
38.84,1805752,1049656
37.09,903658,1047602
38.50,917521,975925
11.86,7138588,4679172
40.79,1816537,801485
29.80,2382160,1026060
41.20,1812580,803928
8.23,14776961,4337025
35.52,2501560,126710
22.71,7207093,133570
28.55,4380411,115932
39.88,2234538,114054
31.05,1176651,1273652
9.05,7134679,7469698
5.97,14774508,9830994
42.26,1941284,809390
26.07,4186683,1378226
42.00,1938822,810200
8.56,14840960,4205690
23.42,7217714,128721
11.38,14647754,122049
34.95,3994375,128453
22.81,7225348,116612
11.46,14492331,115952
43.82,1255474,113908
37.31,922018,1179350
30.97,1143351,1251651
8.96,7141370,7499070
21.21,2306186,2571472
29.55,1140445,1233373
4.34,14424178,15001478
43.04,1499776,687896
4.32,14361748,14940132
14.29,4072267,4465983
41.83,1283222,127450
27.68,4483931,127266
22.33,7211408,123807
47.01,1510823,116842
39.21,2244962,113460
34.29,935535,1302664
30.83,1108826,1221834
37.32,1549517,984348
29.01,1189647,1300616
4.61,14345396,15075333
45.58,1221911,409216
39.69,1550617,948115
24.04,2359721,1985940
15.57,4467109,3578456
30.57,2346441,985485
47.75,1223773,120575
33.41,2598373,125764
47.70,1223538,114523
41.29,1322342,115166
8.71,7142679,7496415
4.61,14543707,15009424
22.14,2370211,2643684
13.27,4179946,4463153
30.69,1187273,1292921
21.00,2329941,2579410
36.26,939593,1143589
11.07,7154188,4850989
43.55,1498926,672793
6.15,14599014,9469583
33.99,2530202,126032
46.43,1508207,130640
47.48,1368726,125128
21.55,7254423,127385
11.74,14405339,132407
19.40,7301753,115483
28.57,1254735,1354960
4.26,14370996,15275011
32.73,997038,1156529
4.51,14322937,15369735
29.76,1253935,1353040
20.52,2430173,2743408
4.51,14516393,15109637
35.10,1009074,1046219
43.16,1216129,572251
45.82,1084062,380759
16.75,7240754,132548
40.44,1383349,121612
11.52,14421769,125917
40.10,1416451,114945
45.73,1412607,114979
11.43,14345228,115073
46.05,1406564,113931
37.15,2326434,113465
26.06,5124601,113601
8.81,7141339,7551482
39.27,1688735,1027034
45.98,1361494,421830
37.89,1688882,1043082
39.47,1688216,1041246
31.76,1113130,1236508
38.88,1692019,986597
41.58,980168,639764
22.09,4540516,1863475
22.49,7219561,130234
11.36,14596718,123657
11.73,14422718,123628
41.83,1280622,121604
11.16,14668051,128711
34.42,4012843,113707
37.12,929272,1067292
21.73,2346892,2585222
15.41,4451410,3546858
33.65,1202757,1011658
10.58,7172860,4893174
36.59,2448231,127833
37.67,2442598,122421
30.51,4798523,130525
46.94,1509718,116696
41.44,1336787,115957
41.49,1332960,114487
21.11,7305033,115928
28.52,5308282,113797
42.39,1357611,670529
19.62,2219848,2455038
4.73,14522500,15009614
34.24,1209253,1006088
39.40,1551481,958732
33.44,1179773,978920
15.39,4515409,3645415
11.36,7169792,4944044
43.43,1364639,589828
46.26,1569988,127145
41.11,1330679,128452
11.53,14525311,122725
25.69,4778825,124828
46.29,1562455,115881
11.37,14434197,114457
37.54,1408201,966316
8.33,7164230,7895239
42.47,1214596,654614
4.37,14518160,15066491
4.67,14438087,15102164
37.74,1408061,966979
4.48,14376928,15144830
45.99,1082238,401660
42.45,1213951,647154
39.29,1407624,933353
15.03,4699211,3791317
31.74,1192605,973834
14.11,4812569,3989042
43.58,1215298,562746
29.40,2429413,1042158
45.64,1083683,378954
33.10,2539037,126715
11.35,14369444,114570
11.38,14369764,116024
26.50,5170479,113532
20.92,2364996,2673839
11.74,4609689,5179140
4.45,14502326,15345964
44.92,1083546,408958
44.93,1084660,410353
36.53,1406412,969206
37.19,1411186,969742
23.01,2444465,2077723
35.43,989513,986649
8.77,7170929,5293177
15.40,7209470,2176798
45.49,1430110,131176
43.65,1156106,129436
40.04,1380760,126481
43.80,1126452,117653
47.40,1092201,115220
45.59,1421589,115302
17.12,7256266,116473
