perf, CACHE_MISS_L1, CACHE_MISS_L2
14.54,6202120,1889745
44.98,1174302,52610
23.78,1822317,52111
31.20,679368,50589
43.29,605383,406238
21.24,1977031,1616979
44.53,1245070,110155
48.85,323671,53278
46.32,1478965,52090
39.22,802937,458954
34.50,877995,615418
48.44,385895,51666
19.03,3797282,1235347
31.70,1540871,60437
33.27,1619925,58473
46.04,786997,61751
48.25,1230762,54891
43.93,634902,269696
39.07,1041264,424329
47.74,182365,67589
22.92,3678114,1211496
45.70,1343742,58943
47.48,2021041,56003
39.47,1364434,676915
47.39,894983,110857
47.26,918220,108469
47.57,937332,51924
48.54,862062,57763
43.36,1189948,58640
43.01,750329,228959
38.05,1300008,97841
46.16,626159,52260
32.93,1397584,127770
30.91,823331,497289
23.76,1544318,247711
47.54,282130,52750
46.29,499172,51983
45.55,297737,68630
39.43,461516,91095
33.43,854859,52958
33.43,2339052,557937
17.05,7092452,188867
22.61,1521554,52785
28.00,3142051,494820
38.51,1529294,70696
35.26,1358633,60164
33.51,873367,51805
30.11,738113,455943
47.48,645921,53546
31.67,2797368,57699
27.84,1876817,53615
41.62,949972,51915
44.08,415391,131249
27.92,2322281,1154737
33.89,2965428,55488
43.07,1003834,135697
14.56,5302202,1972114
42.69,1226596,56123
31.96,1451441,946375
17.78,2162616,1989807
44.77,626221,51304
33.73,1068047,58693
35.69,1076098,52688
45.52,413526,237253
44.96,710576,59521
45.09,717395,53077
44.32,1027596,51803
48.13,649576,52051
26.34,1913972,987222
45.70,602574,52359
39.41,1933235,109126
47.27,491752,65829
47.18,400160,185967
45.11,413669,223139
47.73,242842,136003
32.43,1039980,575159
38.21,962176,58263
42.68,1291649,52697
40.06,741291,391558
45.65,660780,183549
31.82,3347016,97981
48.45,425580,50427
35.95,3677491,106443
42.24,1412704,74513
47.36,1085437,52051
46.15,642725,55948
45.10,2135406,52019
26.70,1595732,1030191
47.68,746600,52749
47.29,250022,52625
40.18,640826,231578
46.34,373581,62143
39.11,723591,69170
39.05,1441545,78738
25.19,1920470,846240
27.00,1562120,931737
37.56,1603758,58375
44.23,446314,57140
46.23,309566,134066
48.13,259994,52459
42.41,893160,52790
45.82,1033882,52140
35.51,1591451,59911
47.26,484866,52036
44.91,903290,52998
47.31,1027082,51817
44.44,819740,54729
39.37,809475,52351
44.92,333230,129846
21.72,1522534,1663281
43.70,470048,66767
33.66,3164799,55855
46.96,323070,52204
46.81,276674,71677
48.07,183836,56313
47.08,398375,55378
37.80,1073793,56465
47.70,466802,52385
45.17,506977,53911
33.62,962326,89997
44.06,445156,59035
45.40,332074,52858
37.42,762845,528359
45.58,534273,113426
37.20,890875,93003
38.23,1264475,80093
44.62,641261,108532
46.77,274735,55514
47.34,220699,82207
37.08,1160505,465917
43.49,527218,50245
40.82,654310,269171
44.35,351890,110373
39.83,2816210,56462
42.50,1772947,54223
47.30,428946,52013
42.94,1356079,52008
39.97,765236,242504
47.20,190124,54436
27.72,1378071,873787
32.53,1392568,488755
48.29,843444,55846
46.10,1321943,55399
47.41,911867,51965
47.74,896969,62963
40.79,1330871,145659
46.47,992009,58576
43.42,1434170,52507
46.73,784844,106692
46.90,701830,56714
33.14,1881191,53227
41.89,1027586,323452
42.80,1820483,55778
41.58,1479260,50037
45.67,987691,58456
35.36,1300397,528954
47.79,792909,64550
47.84,896197,55463
46.03,837559,82241
42.72,815808,262262
41.99,1531178,52058
41.25,968874,379499
39.17,1327564,60075
39.47,1881633,54592
45.33,891636,52671
43.44,2944423,52092
44.50,1269775,55246
38.56,1829975,69251
44.53,1039904,228683
43.55,1278687,53249
47.78,979998,82717
43.27,1307705,59058
44.39,1129319,125512
47.53,836870,54016
41.91,1362416,53594
48.14,846655,52068
47.74,801284,64866
38.97,1338378,66794
47.64,804857,53011
44.00,1149023,51283
46.67,603399,76537
47.02,609496,77164
36.91,932376,445822
46.07,1223231,72089
34.25,1306719,978890
46.99,810263,62347
47.62,856424,52863
46.24,1047762,52555
39.08,968505,425017
33.81,1342267,221620
47.79,815179,52024
47.82,827576,52774
40.47,1156270,450785
47.64,957922,53925
43.19,1347294,52084
43.99,1322932,107645
38.35,1036394,529406
45.48,963511,52170
42.54,1220701,58400
41.62,1369787,52799
