perf, CACHE_MISS_L1, CACHE_MISS_L2
43.67,40160,47221
42.88,40183,47574
44.23,40115,46830
43.51,40661,32016
44.31,40710,32328
43.80,41234,27333
43.76,42132,26218
44.88,41189,26047
45.04,44981,25779
43.95,45762,25851
43.78,50746,25628
41.53,39906,49551
42.58,39953,48469
41.15,40164,49693
42.49,40507,32579
43.23,40477,33418
42.31,40821,31783
43.91,41260,27629
41.58,41588,27180
43.43,41492,27173
43.52,41329,27647
44.84,41938,26154
42.48,42200,26120
43.39,41961,26323
42.80,46053,25784
44.70,45485,25841
43.46,51319,25629
40.12,43876,45576
40.76,43905,45587
40.12,44239,45581
42.34,44040,31146
42.28,45103,32126
41.64,45140,32503
42.52,44353,32133
43.78,45480,27005
41.69,45875,26846
41.69,47916,26270
42.17,47114,26165
42.50,47510,26178
41.75,49083,25704
43.49,51026,25877
43.56,52149,25601
43.55,27384,27139
43.52,27258,27211
45.24,27202,27172
43.89,27258,27294
44.46,27178,26938
44.41,27230,26222
45.07,27186,26154
44.87,27405,26155
46.19,27151,26024
46.36,27181,25774
46.16,27838,25870
45.26,27056,25696
46.27,26612,25595
46.33,26559,25690
45.88,25852,25574
47.14,26112,25614
44.51,27045,27645
42.71,26991,28159
44.21,27495,28399
43.88,27203,28116
42.45,27602,27582
42.57,27300,26519
43.38,27195,26439
44.26,27734,26419
43.20,27864,26452
42.29,28717,25965
43.32,27816,25717
44.87,27968,25773
42.79,27044,25698
42.71,27806,25649
42.29,29652,25691
44.78,26504,25629
41.15,41076,47822
42.90,41227,47789
41.14,40991,47703
41.81,41954,32196
41.47,41999,32068
42.66,41727,32124
44.78,42620,27545
42.57,44112,26336
42.41,43803,26231
42.52,43297,26154
42.48,43475,26056
42.71,46730,25805
41.42,46419,25772
43.10,46898,25842
44.38,51355,25655
39.88,42311,46571
39.91,43466,46913
41.43,43065,46874
39.75,42332,46163
40.22,43225,46764
38.19,42106,46698
40.37,42644,32581
40.64,43869,32162
40.57,43961,32347
41.31,43683,27359
41.51,45807,26148
44.24,45093,26224
42.55,44916,25953
42.09,48077,25733
40.85,48807,25760
41.43,51582,25640
43.60,49115,25616
40.85,42427,46748
39.55,42561,47087
40.80,42415,47103
40.09,42774,47322
38.16,42744,46944
41.21,43372,32186
40.39,43083,31433
41.29,43176,31475
40.68,43297,31297
40.37,43210,33247
42.05,44357,27175
41.32,44187,27425
42.86,44089,27212
43.93,45698,26237
42.70,45549,26335
42.42,45824,26197
42.03,50242,25859
41.90,49811,25854
42.16,52316,25638
39.33,43895,47950
38.42,42699,46677
41.43,42433,47108
42.18,43469,31497
41.17,43034,32505
41.85,43087,31875
43.58,43741,27318
41.98,44896,26159
41.05,46042,26048
42.59,45460,26479
44.23,44748,26058
41.93,45258,26120
40.04,44237,45478
40.57,44531,46194
39.46,44445,45431
40.33,44630,31517
39.92,45071,31915
40.72,44511,31239
40.67,45227,31519
41.63,45712,26812
41.54,46125,27473
40.97,45409,27068
42.58,45965,27231
41.38,47783,26184
41.20,50435,25838
41.43,53060,25634
41.84,53088,25649
42.79,26999,27536
43.25,27230,27618
44.26,26976,27648
44.55,27418,27875
44.31,26955,27529
43.14,27085,26172
42.36,27251,26320
41.41,27195,26568
42.86,27123,26303
43.64,27542,26092
43.02,27241,25983
43.58,27665,25865
45.53,27538,25794
44.25,27257,25719
45.96,25988,25628
42.74,26904,27501
43.24,26975,27438
42.76,27052,27568
43.63,26928,28010
42.43,26990,27922
42.23,26988,26294
42.77,27048,26460
44.40,27105,26437
44.47,27426,25910
43.17,27211,25922
43.30,27205,25982
43.40,27266,25780
42.92,26869,25765
44.44,27051,25667
43.45,27076,25623
43.70,27637,25668
43.53,27970,25796
44.42,25742,25643
43.31,26827,27695
42.93,26770,28355
42.45,26835,28373
42.82,27147,28254
42.46,26818,27865
42.64,27003,27778
44.24,26870,26222
43.83,26988,26617
44.33,26860,26367
44.37,27405,25977
44.20,27488,25717
43.65,27574,25751
42.81,28252,25801
45.29,28581,25817
43.76,28502,25690
