perf, CACHE_MISS_L1, CACHE_MISS_L2
43.06,85533,13475
41.73,85444,15121
42.15,85293,16347
42.10,85749,13387
40.11,85896,16071
40.40,85301,16203
43.92,79674,13712
40.31,81151,17058
42.42,85298,16775
43.14,79647,13687
42.54,81728,15994
40.05,85415,17087
42.48,77263,13626
41.03,80282,15792
40.59,85611,16169
43.26,72093,13128
41.31,76147,16007
43.30,85144,17458
41.01,59142,14112
39.96,59159,16201
39.72,59065,16622
41.25,59199,13409
42.71,59399,15800
40.76,59058,16773
40.17,58512,13678
39.67,58883,15783
40.54,59257,16854
40.53,53964,13715
40.40,55773,15995
39.45,59325,16543
43.01,52013,13668
40.84,53998,15721
39.39,59091,17099
42.79,47091,13307
40.49,51080,16600
41.31,59114,16462
42.26,112324,13465
42.66,111284,16386
42.97,112846,13560
43.35,111518,16175
41.58,112833,13545
40.81,111834,16154
42.86,112840,13698
40.17,111556,16729
41.94,111991,13437
42.26,111940,16016
42.71,108973,13298
42.54,111474,15780
42.50,76469,13515
41.98,76611,15871
42.84,76730,13505
40.48,76129,15816
42.41,77069,13691
40.27,76467,16383
42.59,77088,13725
40.21,76684,16073
40.99,76321,13578
41.55,76533,16059
41.59,72126,13180
40.86,76597,16180
43.78,72476,13666
40.85,72457,15570
40.63,72263,17023
42.93,72478,13509
40.64,72605,16130
42.02,72281,17000
42.58,69152,13654
41.76,70138,16751
39.62,72305,16754
43.18,66778,13669
39.93,68475,16761
40.11,72486,16196
42.87,64488,13730
42.03,67408,16542
42.19,72577,17551
43.83,59443,13450
40.91,63681,16400
40.84,72366,17362
41.46,73089,13718
40.77,73148,16294
41.57,72928,18690
42.99,73224,13680
42.82,73169,15822
40.02,72889,17077
41.70,69065,13700
40.48,70300,17379
42.01,72984,16790
41.37,67075,13951
41.27,68894,15970
40.40,72858,17765
42.62,64800,13679
42.93,67803,16114
42.26,73008,16057
41.84,59790,13498
40.97,63628,16807
41.76,73053,17645
41.61,72529,13675
40.63,72761,15547
40.61,72591,16934
41.60,73176,13559
41.68,73110,16004
40.31,72653,17044
41.76,68973,13663
41.53,70041,16283
41.50,72751,16142
42.09,67118,13698
39.93,68772,16119
40.61,72763,16410
41.58,64996,13589
42.47,67581,16341
40.76,72742,17776
41.15,59573,13459
42.74,63184,16440
40.08,72624,18733
40.90,73159,13839
42.22,73047,15813
40.80,72945,17043
42.45,73332,13820
39.47,73263,15256
41.89,73071,17051
40.82,69140,13928
40.37,70614,16985
41.25,73095,17595
41.51,67145,14093
40.82,69048,16799
40.73,73032,16582
42.74,65128,13922
40.48,67553,16226
42.60,73106,16056
41.39,59783,13596
40.64,63570,16392
39.66,72901,17282
40.86,59082,14071
40.07,59120,14738
37.55,59166,17957
39.92,59133,13386
41.50,59082,15225
39.86,59002,17338
41.43,58183,13683
40.22,58632,16019
39.40,59114,16617
39.97,53600,13953
39.26,55415,16292
38.38,59054,16093
40.97,51624,13864
40.51,53915,15745
42.12,59115,17555
40.38,47024,13382
42.92,50820,16370
40.06,59040,17224
42.37,103363,13282
41.52,102638,15741
41.04,103361,13553
40.87,102516,15741
40.68,103171,13572
40.41,102461,15419
43.60,104669,13592
40.31,102623,16214
41.31,104192,13642
40.40,102551,16700
41.72,102173,13439
42.68,102510,15866
40.64,89751,13321
42.05,89101,16396
41.07,89767,13507
41.58,88994,15684
42.23,90201,13645
41.25,89225,16106
41.00,90288,13609
41.83,89444,16642
40.90,89008,13530
41.51,89267,16410
42.61,85390,13278
40.02,89207,16980
