perf, CACHE_MISS_L1, CACHE_MISS_L2
44.11,6627532,370402
43.46,3549684,2113911
50.30,3555625,1300996
82.31,5169447,577995
31.74,11658400,1543646
24.07,18779638,1263627
11.43,38208771,2476964
72.16,6585958,511802
23.92,18878470,1282105
11.53,38220185,2571943
81.79,4872157,729920
79.73,5673404,417254
24.57,18961216,374740
72.99,6596667,407408
50.63,6189138,450754
49.57,6377823,543593
11.64,38996625,769093
35.06,11941499,368842
66.15,4400490,431587
80.38,5644085,378137
66.15,4530721,396741
26.07,17473205,285751
66.28,4479104,235936
26.08,17474731,240104
35.68,11233513,597340
25.91,17468318,470542
12.31,35881711,223508
69.52,6371658,869585
51.60,5587274,901109
51.48,5594476,1001651
39.31,8287801,347984
39.27,8305242,367262
39.81,4761658,1883734
22.17,7860571,2120101
22.26,7870020,614077
41.62,4782615,1111371
22.42,7849863,916420
32.22,5127998,895173
22.11,7855923,2381162
63.98,5428230,1921566
41.37,6791627,2047591
32.42,6411808,3532503
43.96,6783066,1245223
34.27,6439395,1187170
22.75,8032285,2541071
77.50,3838285,412568
51.82,7456023,849034
81.49,3257753,481788
13.71,29300253,2306323
74.93,3651812,668821
80.96,2947486,459280
25.15,8443363,1589543
49.27,2933628,1266200
84.64,2928793,404566
79.48,3274932,610119
61.70,5369885,829219
69.97,5744441,520821
78.31,4715360,430204
69.74,5744413,522060
70.25,5726184,510182
52.27,5238495,882387
27.49,13001334,1380106
73.53,5049893,431498
73.49,5048612,432974
70.74,5763179,369366
70.41,5756718,441036
41.56,7470380,282585
61.48,6150975,432106
54.96,5423211,320533
41.02,7439557,420305
62.60,5943525,374165
54.43,5666432,213184
74.26,5039973,273995
70.43,5763058,436515
69.42,5761920,630480
41.53,7632602,461610
42.21,6314799,993903
73.33,4667626,851778
31.47,8714415,381225
67.33,5653315,889742
54.79,5552857,351954
31.26,8720453,620862
30.90,8704370,1148934
55.23,4479820,2655260
70.51,4658057,1004101
64.92,4980317,1375374
49.63,4780979,1854668
68.83,4983279,741990
55.01,4862735,884856
70.42,4981790,700405
44.07,5200278,1091102
45.13,5306100,746338
44.26,5136850,1143843
31.67,7431796,626934
52.69,5836579,2460720
34.70,8515004,1143895
38.56,12501301,537399
35.58,12959305,898315
61.17,5216262,204255
71.74,4474836,248906
50.18,4960018,589173
63.49,7793953,366431
71.79,5971360,553847
31.15,12621805,389065
83.61,4929609,429808
31.26,12732750,360852
28.14,12896122,966349
70.14,5620925,174274
31.21,5138621,904558
34.00,4933008,6509048
62.15,5738168,535396
45.45,8361818,341206
70.12,4627642,1667357
80.34,5165091,227011
46.76,7037382,170562
52.41,4012274,166550
48.59,3970692,1711504
60.06,5837058,393421
12.04,35153039,491940
66.94,6227318,794290
11.76,34616811,957205
6.60,70302549,3121933
17.91,18814377,726746
10.13,34373874,679815
17.72,18619929,548295
29.94,11560399,1048210
16.41,11781251,2850054
46.54,9012609,352933
61.69,6257701,1260195
46.36,8800269,245541
7.71,30144789,3118894
37.86,4484610,217539
75.67,4396579,162181
12.89,36089715,872180
23.84,20726919,486104
13.05,36541442,853231
68.11,5225995,590133
74.28,3268163,877341
80.23,4004811,198202
59.33,6562727,223684
42.82,9637954,197973
20.97,9018171,829139
42.70,3613692,2131889
50.34,3533440,1249467
77.70,3960672,480274
77.63,4167342,399986
78.56,4405215,381809
65.96,5944473,442569
75.71,4419837,548142
77.86,4384152,540622
73.51,4882221,507735
51.76,7351339,1241091
39.60,9559045,1699168
13.54,31267589,3864392
70.43,4144830,718011
71.84,4137035,728143
80.39,4397164,221885
26.42,15313995,2116254
67.57,5308485,548947
52.64,6196873,1122937
27.03,10331642,1944536
61.20,5064535,827266
64.07,4904383,983940
35.80,10391176,479966
19.03,24054320,554016
76.50,3922964,1342826
71.70,4325118,1171644
81.97,5486059,694088
51.89,5229295,1242349
30.29,13500726,1917765
83.11,6130509,299541
69.38,5179767,325675
70.63,5138634,426576
44.25,7324707,212116
42.24,7280185,570897
33.34,13856284,556993
76.62,6765926,415716
78.14,6784124,264698
70.76,5306321,287782
81.19,6031825,458640
39.91,8198474,331482
39.68,8109057,686660
46.37,5422094,1095489
73.29,6659116,650979
54.14,4988114,1563848
65.31,5596746,1110394
54.31,4974773,1778899
43.59,5361808,1871245
59.41,6602617,2386758
63.59,5636818,1965419
52.68,6717147,3078876
58.60,7505160,1181495
46.05,7882474,2132308
49.53,7900085,1146835
40.59,8065352,3816802
86.51,5878385,279424
33.79,12958663,203611
70.74,5276255,250902
47.38,5515424,3821319
77.53,6700162,191047
