perf, CACHE_MISS_L1, CACHE_MISS_L2
21.92,6200655,3859658
32.09,5663798,742246
37.36,5675373,676064
45.39,751686,709087
27.55,6109385,1143626
30.41,5672161,941644
35.73,1908400,1420871
38.36,676206,802058
32.30,5674336,717232
44.84,749564,705176
38.87,667125,665178
32.49,5664141,680697
35.00,5682293,703038
45.45,713131,691175
41.84,681831,652115
42.22,671048,652180
47.16,759645,649121
41.91,748879,692619
41.92,684355,649077
32.73,5705187,1057799
37.71,664214,908672
40.91,708283,707004
22.14,6144297,3658682
38.81,697724,799903
31.72,6107537,741437
32.81,5707065,684804
40.06,696027,660734
29.24,6111013,1077519
23.21,6317077,1128344
26.97,5868616,726045
35.56,731630,732164
24.81,6232209,1039751
34.13,707113,758752
35.32,690168,653654
35.71,705783,648761
28.51,707759,752248
28.27,708541,752466
28.50,710200,754476
25.14,5902610,705751
28.61,710563,727011
25.57,5851825,723536
28.25,707563,648999
37.43,668318,792991
40.26,672283,726473
39.84,669815,662193
39.23,686906,659386
41.67,688698,650354
21.98,6136883,3889569
39.42,696007,669333
39.63,686928,658296
36.20,722110,776204
27.70,5807563,952531
34.91,725210,786943
31.81,714821,659246
32.24,710337,650877
38.30,743602,674330
34.86,2510004,670394
34.83,708127,649522
32.46,5729460,716553
40.09,693919,706805
34.15,668991,658062
40.56,692641,652851
36.07,5734789,724677
35.95,5734830,720295
39.16,706751,721837
39.41,708823,719128
37.99,725197,722534
37.52,665958,666460
36.32,2320965,980258
36.89,690494,750807
36.04,672575,743589
37.71,675047,652088
29.00,5795952,714135
28.97,5796221,713838
32.92,680295,659272
33.97,684357,650378
38.09,2263085,1072508
29.80,6099126,806884
32.27,5772102,878256
32.86,5761517,799719
29.51,6098647,739945
23.77,6203035,1200997
27.36,5813080,917307
31.44,715984,748457
28.02,5833100,698491
32.50,682688,652233
36.41,691273,650287
37.49,700216,750428
33.55,5764785,727855
36.41,719532,731261
34.93,5764349,677495
35.83,671777,660612
38.54,703666,651413
14.24,6197614,7793048
27.04,6180255,881051
29.04,5793179,940449
34.86,2611093,762439
34.77,712835,738198
30.79,5796167,681359
29.86,721210,662980
30.29,723963,651764
30.22,723057,652143
21.07,6296731,1279789
25.74,5811844,731796
34.44,668444,690156
36.53,731977,650013
36.36,760005,648501
25.33,5858705,857083
11.81,6294649,8684813
25.32,5835975,718261
25.35,5842220,706323
28.69,715065,686774
32.83,686609,662759
34.69,774101,665883
28.49,690811,651119
35.45,2135407,771127
43.60,2045676,701362
41.84,2037925,802345
41.79,758926,691336
22.55,2636523,1804127
43.93,1482406,670904
37.07,2096906,683439
37.97,2043022,959448
19.28,2620322,2598634
19.08,2616612,2504225
25.04,2598846,1076213
41.89,1533462,744812
35.74,708129,648923
25.71,2568862,1084873
41.55,1475888,936185
24.95,2572879,1005327
34.59,2106717,798410
43.59,1486840,652613
41.49,1476877,933218
21.80,2618042,1959648
24.53,2598578,1081314
39.05,2082950,697492
43.02,2032419,676622
39.31,2022902,943088
42.19,757236,690882
18.89,2597666,2718431
32.01,2549843,716133
35.24,2135906,724902
41.39,2077467,719806
40.25,2059248,745206
42.66,2030919,707383
42.21,1533535,681292
37.40,667498,798787
31.73,2513218,714493
30.65,2524294,824527
32.97,2137159,769283
35.73,2063481,1023630
36.72,714572,717400
35.44,677882,935937
39.80,758959,648387
42.55,810557,648634
19.35,2559980,2508939
31.70,2509906,729534
18.60,2539483,2680761
21.12,2538013,2083812
38.50,1527171,941524
41.17,1557913,712550
42.48,1480680,749847
18.69,2545061,2777947
26.53,2520396,1077671
34.49,2104840,835556
36.69,2064105,914986
18.60,2496573,2820217
33.93,2165742,717718
39.69,2097019,682265
36.39,688528,746913
27.24,2471090,1009835
31.86,2452865,721349
32.41,2460371,758812
35.40,2133349,695548
35.59,2099673,796685
39.22,2065215,758388
39.69,702669,762265
46.48,681211,801872
46.48,1474321,846148
43.01,2068734,728386
48.89,1478777,668880
50.15,1462863,652474
44.37,677892,917039
49.08,2010813,672480
50.43,1521574,658360
47.79,704865,711508
40.06,2202233,711497
47.70,712077,649695
47.53,748575,649262
46.00,710212,730018
38.91,676828,772150
39.47,2192386,706944
41.11,2069456,698514
41.89,684969,668205
46.81,732747,717218
47.48,737160,653799
43.02,1564256,1049707
41.61,680212,671180
46.95,756962,648444
