perf, CACHE_MISS_L1, CACHE_MISS_L2
78.08,5087521,1524505
73.26,5827528,1040460
74.37,5695913,1076476
43.25,17317434,4145984
16.65,19399987,21218310
24.63,17363602,10529310
20.71,65138771,10086857
10.83,113974404,22900794
25.06,13058593,10934647
40.60,13931182,6216772
64.21,6956360,1711688
66.93,11472792,1724620
11.46,102475629,23273794
67.94,11474518,1704216
67.39,7478738,1776525
65.94,6863826,1688591
39.63,9323196,5498193
71.63,7414058,555449
80.67,5166601,630495
58.83,6456817,483385
58.85,13150230,490202
31.95,17609386,519693
48.87,14051453,456467
26.13,27627330,456345
74.61,5919625,1047065
34.30,33215836,6938981
39.92,17566548,8259372
24.63,17359305,10673236
73.40,5898577,930244
10.57,128832254,20094086
40.60,7571021,5846868
75.13,5743657,912206
38.88,9505150,6195524
78.23,11732445,871676
72.94,4733553,638577
31.98,17219352,674684
74.37,4794243,503288
31.15,14246947,458977
73.73,5926874,917004
10.80,114103937,22875292
11.18,102770180,25795593
37.08,27752752,6227660
22.46,52030559,11191001
67.98,11494157,1696349
31.11,13315697,501811
74.94,11598564,504483
26.19,27660397,455973
34.54,33024187,6158960
24.90,17489885,10166595
11.48,102497402,23255987
67.89,11457357,1694960
82.29,11986930,450952
22.44,52040568,11286132
26.11,17403337,7075415
64.08,14346310,448355
15.82,52760374,22894257
17.64,20602588,13302668
22.93,25125596,13443596
47.60,7158629,732824
34.45,11344612,494583
83.10,11855035,480981
82.97,11990563,460450
38.30,21403470,449020
70.44,6866085,600604
34.53,11359184,509325
81.61,6680556,451632
73.29,6988727,458277
31.02,14252519,459829
73.74,11791385,455385
73.97,11596251,494028
31.99,17604823,503770
30.99,14261437,457517
48.59,14059711,459605
82.00,11981810,450675
83.37,12114130,448196
63.67,14355263,448209
52.72,5383126,5489710
16.17,36880823,31284898
62.00,5432993,2673296
19.60,34879909,23178578
25.89,11822276,9492970
38.46,11462200,6938052
54.80,13908031,4256273
36.19,17948461,6230103
74.53,3133471,923946
87.91,4842674,491382
87.47,9240387,508000
68.45,5969368,1865962
37.08,14307875,6119915
60.40,10809315,3759851
42.63,14009014,6466956
34.69,18350529,9918909
74.86,15610542,1887956
90.89,22194576,492516
49.30,24213329,749764
36.29,18305205,7228924
57.82,10929280,4705267
39.22,13206496,8360308
31.89,18655375,13012203
77.94,15746380,1088484
74.51,3439852,914161
79.35,4040712,1010478
38.77,11485643,6315958
88.31,22159348,488051
54.27,10428569,3598398
37.61,18013144,6394670
82.05,16165073,974268
34.68,23817018,10008705
83.75,7158752,557901
68.68,14486243,450452
49.45,25326697,454407
90.41,22076232,447673
80.04,16459901,448192
52.20,10578822,3626194
69.17,7958838,1915118
76.31,15670015,944386
51.39,17530811,3621661
74.38,3433356,902416
31.69,24109411,12061072
81.91,4081377,981918
49.20,19051166,481899
48.05,20460714,453681
69.86,18897266,448370
53.29,19645512,448370
30.41,34278924,13660025
76.09,10065182,925315
90.04,13355176,447746
47.91,20441681,452228
89.28,22146280,487401
39.08,17737331,5318300
80.15,16527731,447908
85.77,7134703,457396
78.68,8124006,463223
89.97,22236556,464150
66.98,18371174,450274
85.95,16770503,448599
66.48,14168274,673884
78.62,8171501,460419
51.80,14978177,485535
68.80,17690037,463079
50.27,24474240,485245
86.42,16445143,449785
49.58,25297872,452828
85.31,10430264,459361
53.57,19657693,448419
69.95,18855674,448196
11.40,17871141,29237046
70.13,5490777,1353708
17.50,67045749,12869426
46.50,6138644,4046473
31.83,8966833,7852509
17.28,20244939,26325476
58.54,9415911,1811355
32.18,9015030,6866177
51.61,8678184,3401512
18.73,20827439,18986008
19.64,20906907,486720
40.22,18503972,4174115
58.68,9126963,2023317
26.33,37943759,6811649
29.23,12813257,12444236
10.56,114115559,22883288
35.44,11706010,6325991
30.98,27822843,677599
28.40,11161069,696118
80.72,7104038,542182
18.29,19749480,508350
24.27,21981539,497790
72.41,5193265,455142
50.58,14711285,448845
48.64,5752494,3641348
32.75,9145779,7015513
14.68,19136876,21972278
10.29,129140185,21767447
42.18,16310191,3583312
29.98,12949437,10958199
24.31,12341330,457617
26.32,37299148,6699050
17.77,67608264,11589362
59.99,8298883,1827267
51.90,8765766,3233778
18.51,20851098,20256733
58.59,9659603,452554
84.88,7604020,448080
66.15,4882095,1614998
66.40,7112743,1624808
71.38,4035251,656757
58.86,9132360,493962
37.26,14541247,456586
28.19,11297002,682046
42.96,11831526,743267
38.67,9859513,485094
52.86,6620640,493441
72.70,5187717,454042
18.25,21918358,457901
41.66,13493196,453247
24.06,12343167,459956
23.53,24106731,458734
18.06,28833360,449780
18.42,21919718,456491
