perf, CACHE_MISS_L1, CACHE_MISS_L2
77.19,2077652,180429
69.40,2652289,184394
56.20,3601365,209556
12.40,17095063,500751
6.01,34881792,396192
79.21,1751297,314434
69.24,2656975,185346
41.00,5360134,174287
22.95,10014541,109141
12.78,16543797,296688
73.76,1742980,460515
63.57,2556333,544016
39.95,4834668,262326
12.51,16302169,473207
54.08,3181312,269631
6.44,29147993,380080
61.35,1408062,814422
49.57,2577295,618016
30.03,3238185,422188
11.80,3699552,475180
45.67,1648494,788208
45.63,1646807,962509
35.69,1890382,1024399
24.16,9311823,636504
77.76,2570726,410712
78.82,2868176,229038
49.94,3307180,175546
25.27,9415998,131574
12.46,19072121,140658
74.03,2447430,619766
72.13,3148074,291809
13.04,16022986,313895
66.75,2429563,879293
67.12,2429671,897084
51.29,2789239,402911
19.12,5951931,459559
54.40,1934957,595764
68.03,2527356,622115
55.64,3022864,571918
82.17,1667779,162789
69.31,2511275,245120
53.40,3997763,141816
81.00,1477396,181325
38.50,5400372,594483
76.00,1459150,239533
77.67,1658281,237084
24.10,7837387,847245
14.52,15045363,308936
53.48,3227951,255369
47.95,3146994,744539
54.83,1836786,477392
40.13,2500707,438535
46.27,1163090,631399
45.96,1746328,1035639
40.78,1666499,1471571
39.27,1784897,761140
72.41,2276203,238355
38.74,3596848,414949
76.21,2394846,218865
72.98,2592447,173314
72.78,2592290,197223
61.40,3327961,90786
51.86,2887715,253100
30.22,5944647,283572
69.44,2540242,314262
69.34,2539785,340145
68.93,2901327,155675
57.96,3265370,331294
43.20,3083151,269126
42.45,3091306,447091
65.37,2555565,448233
45.68,2236977,1995857
62.14,2328242,663151
60.06,2438820,670948
56.70,3450898,518429
45.03,3394842,728870
82.46,3859644,258239
73.83,4191163,178470
57.57,2655345,158165
65.70,2859485,262814
56.21,2413882,566627
47.03,3227519,265854
39.72,5896832,262260
33.40,2035455,1921341
39.48,3993749,2393244
35.61,3731276,1989078
32.32,3736920,2813850
82.84,2454269,158386
83.39,2432181,191679
80.56,2653366,133650
77.88,2646732,276329
41.98,3832138,286788
72.35,2608471,457612
57.97,3112552,704620
62.86,2303013,728323
70.56,2396917,553462
33.36,2956430,440458
54.55,2284053,1168539
63.68,2576289,776300
34.62,2429088,2427352
39.41,2221787,1475036
70.02,3157945,169585
13.49,17465174,175408
7.03,35676231,201449
27.00,6753984,680771
13.10,15169582,455103
65.84,1941225,769333
64.10,1953540,918725
52.65,2550602,1183640
43.65,1690658,740067
17.25,1864429,1117912
45.62,1913203,845802
34.94,2106715,857255
23.03,1777411,1124740
21.86,1790513,1659114
75.39,2616590,277586
58.78,3148608,155909
75.75,2271851,394439
61.87,3130716,459474
45.52,3784871,229984
7.33,32901490,559017
9.78,14902125,754829
33.36,1514275,574262
37.56,1918240,1017291
24.96,9574527,211559
26.02,6079414,559013
55.19,2165746,1049567
17.33,1859568,1241255
45.32,1817699,853507
21.25,1803491,1585390
70.98,2650107,127777
55.88,3589960,175682
56.21,3588224,190117
75.75,1734243,400325
68.65,2548417,195818
13.18,17899142,287166
69.63,1543841,678487
67.56,1823562,554953
49.32,1315531,649366
51.68,1436727,627255
28.18,1538904,680920
76.11,2025957,145024
27.38,7499236,87436
27.63,7546300,345944
72.80,2093594,299002
16.14,12747170,457356
15.87,13082948,548432
54.66,2471780,916102
29.09,3729912,766714
52.64,1753607,512382
54.97,1803272,516377
52.54,1986303,560927
50.95,2323564,627009
39.60,1988519,634956
36.83,1479404,813640
34.83,1462747,1084555
32.49,1401748,504080
42.79,1697002,914694
41.31,1935647,905782
39.45,2072219,824755
36.62,1797998,1841644
86.84,1994524,167851
20.24,11757654,87985
20.41,11658886,146706
83.98,1991871,249071
75.64,2221859,439456
52.50,4258665,141793
36.86,4929962,382424
20.21,11595865,249464
77.39,1804184,315142
80.58,1912567,363051
70.64,2505782,446892
65.82,2458257,764105
52.59,3739477,234916
51.90,3601043,406149
37.04,4676373,564752
20.68,10826653,295074
38.42,3529469,751792
43.57,1918418,793427
34.76,1386561,538803
47.79,2021882,848480
32.81,1841617,844519
84.93,2916539,208274
80.62,3100613,205695
73.22,3551234,261482
54.85,2973158,444821
42.92,3567994,356860
75.15,3388899,288162
68.32,3196775,181372
47.44,3189484,106381
67.04,2754220,780859
76.90,2868483,329163
77.67,2861847,386404
58.90,2808502,333797
56.94,2802410,518327
35.92,4714120,1165009
59.09,3432209,811574
46.79,2651833,1121460
37.10,2346150,902288
44.09,2845537,2250627
