perf, CACHE_MISS_L1, CACHE_MISS_L2
61.84,57290,14065
60.41,57440,16813
59.51,57416,16275
62.48,57412,13254
59.73,57710,15360
60.77,57516,16134
61.41,56828,13610
59.70,57223,15743
59.43,57506,16991
62.14,53267,13582
60.91,54608,15901
60.48,57615,15710
58.05,51601,13628
58.45,53552,16488
57.09,57431,17060
63.27,47112,13388
60.90,51195,15389
60.23,57482,16755
62.43,76097,13374
58.32,76019,15673
61.68,76132,13191
59.41,75926,15116
61.56,76470,13460
61.11,76224,15902
58.22,76728,13524
60.31,76074,15996
61.77,75534,13499
61.29,76052,15929
62.07,72166,13309
60.26,75932,15888
62.51,70726,13444
62.01,70683,15142
58.82,70776,17034
62.28,70849,13432
60.28,70955,15333
59.49,70634,16745
62.14,67807,13742
59.61,68697,16388
61.11,70672,16723
61.38,65800,13637
60.35,67403,16821
59.50,70663,17507
62.52,64321,13525
59.77,66984,16023
59.89,70529,16552
62.93,59958,13421
59.13,63854,16385
58.34,70865,16831
62.53,70592,13584
61.39,70641,15309
57.91,70262,18213
61.39,70750,13394
59.71,70549,15961
59.53,70668,16006
61.85,67369,13504
60.05,68645,16404
60.10,70403,16564
61.74,65541,13502
59.24,67507,16386
59.51,70587,15993
61.92,64318,13519
58.90,67102,16493
58.02,70623,18224
62.01,59665,13348
60.91,63457,16210
59.89,70418,16279
64.02,71354,13552
61.24,71264,15340
59.32,71308,17397
63.15,71420,13429
59.56,71888,15308
59.78,71422,16418
61.56,67828,13949
59.86,68866,17558
57.66,71555,17009
62.18,66418,13769
61.08,67724,16202
61.11,71337,15995
61.88,64876,13856
59.35,67021,15916
59.36,71278,16856
62.71,59870,13575
59.97,63671,16547
60.12,71196,16777
61.68,57124,14188
59.99,57100,15978
58.74,57125,16438
62.70,57064,13282
59.68,57179,15750
58.33,57209,17389
62.03,56278,13653
60.68,56617,15598
59.69,57199,17027
61.31,52290,13737
59.92,54094,16152
60.62,57089,16046
61.48,50873,13678
60.75,53053,16094
61.81,56946,16285
62.75,47179,13485
60.04,50814,16220
61.09,57070,16128
