perf, CACHE_MISS_L1, CACHE_MISS_L2
37.10,2730967,121147
39.40,2742899,141646
48.88,1116448,150396
48.34,629516,103540
43.56,1172186,129612
47.40,631296,89322
48.03,629536,74272
43.70,1273610,80572
40.22,2736040,66292
48.73,656751,62151
43.69,1182463,61398
44.08,1186951,61240
48.09,666804,60215
43.84,1278022,61687
44.03,1208340,59531
55.75,1259395,61004
30.71,471565,107174
35.91,1136635,85758
32.66,363406,65771
25.47,2840365,71516
31.38,478911,65712
38.45,811046,62792
38.23,813138,60142
43.54,827335,60999
33.44,2830428,92786
33.43,2676598,101148
33.56,2684607,107275
13.70,7873717,297723
36.10,880055,108790
25.79,1307116,295231
26.44,501791,228700
29.79,518751,218839
33.48,2738988,79014
33.56,2681768,74317
13.79,7878313,217664
36.07,1454756,79330
24.60,2642670,218209
37.36,388889,73062
25.98,500358,187429
36.75,512593,62827
26.37,505975,111921
47.18,903278,61654
30.59,522362,99378
14.05,7883619,66531
36.26,1464087,60873
33.89,2690372,60925
14.05,7891723,63430
30.82,535855,69580
25.23,2692060,61512
36.70,550206,61188
26.86,1380975,61027
37.65,401249,61049
30.76,582950,61619
36.72,558942,61021
47.45,923988,60935
37.67,2741344,118126
48.81,406635,110769
47.40,588932,101183
43.35,1180830,123881
39.39,2747430,118592
44.26,1080203,98031
49.37,410592,72192
44.36,1130471,74077
39.91,2730238,68393
48.27,593228,65566
43.66,1098804,68406
39.71,2740059,66558
45.74,727106,61858
50.21,393501,61219
48.14,587661,61425
48.05,639824,61054
44.46,1132924,60324
54.44,1144201,61063
37.23,2777266,125648
38.03,2768210,151444
47.34,1311243,155773
45.59,534609,98737
35.96,2990131,95602
45.17,811666,110705
45.84,810381,79401
48.70,382637,61703
45.85,523874,61993
43.62,973671,61983
45.88,530217,61139
48.03,1020551,61088
28.49,2831276,158579
31.96,1577028,174521
35.94,1060216,164654
30.84,506966,126381
38.49,877681,130022
28.73,2841862,128336
33.86,375442,104154
38.53,882836,107546
33.41,376977,79620
31.29,510406,78078
38.94,878373,79006
36.61,1070594,67866
31.43,515948,66113
31.65,521840,61670
39.23,890894,61879
39.12,895240,61220
44.37,912204,60297
31.20,2785432,152491
36.98,1398934,170756
37.33,566991,116065
40.31,1038374,128471
30.36,3025357,96669
39.68,404332,99723
37.66,581024,96948
37.97,553246,76396
31.37,2778725,70831
40.02,406309,68287
37.48,902732,66815
41.02,990198,65871
38.36,564033,61657
37.85,907689,62880
38.95,566276,59765
48.65,1018902,60963
37.88,2747664,141526
36.98,2762662,150686
47.95,385098,110633
46.56,560981,103484
42.59,1034869,94575
45.12,775945,76680
48.40,394187,73245
48.55,391114,64292
47.55,559975,65709
38.11,2756983,66141
47.24,554008,66168
42.53,1040611,62898
42.51,1122735,61255
34.04,3127641,124226
36.60,2988758,90890
36.13,2769271,104574
45.22,802443,113106
36.25,2767671,81746
39.09,2766832,81568
48.57,374738,72219
43.28,1016705,75653
48.76,391738,65216
46.69,525331,64331
48.38,1298203,62832
48.72,381070,62081
44.06,1016942,62475
44.09,980958,60777
30.78,3136404,129621
32.84,2822988,130285
32.66,2787200,151832
31.52,3033957,97963
32.28,2821491,107107
32.75,2793441,124081
39.03,531164,75549
39.33,512449,62023
41.27,981273,61784
38.98,519589,61269
48.01,938759,59504
33.78,3016056,126643
45.59,1383588,160131
42.49,888024,140486
35.00,3027819,95951
36.39,2809093,106533
37.30,2787875,81597
43.46,927679,75924
36.98,2765821,71782
37.37,2776611,67754
45.60,858055,67270
45.12,491220,64118
48.13,364575,61674
45.20,496007,61486
29.13,3124089,171210
31.63,3087043,128236
37.83,1496911,169962
39.09,363232,125738
40.10,840787,135195
31.79,3087802,101211
32.46,2819368,127545
37.76,1507919,126055
39.62,364141,102877
40.69,986784,82551
40.89,858134,67126
40.83,857799,64832
38.25,1493787,63274
37.58,488616,61366
39.47,369093,61319
37.51,501291,59985
40.28,877910,61063
30.00,3114917,153444
33.92,2792712,152379
33.37,2805059,160345
40.82,1476925,167478
42.71,357524,123920
39.74,462051,115660
42.31,363490,101915
41.10,854299,105098
33.75,2805063,87897
41.44,850714,78327
41.57,862782,68023
40.26,466747,66375
41.48,863027,61886
42.88,360500,61220
