perf, CACHE_MISS_L1, CACHE_MISS_L2
64.94,829910,119811
44.47,1713040,512183
55.96,451739,266822
11.33,10873930,1164974
16.54,5556303,1431935
76.98,289109,115922
20.54,1566871,943874
84.97,427280,53188
85.09,884810,54495
49.63,1840313,56501
33.97,1069671,56139
78.35,468660,76051
78.14,457838,62090
82.26,229522,60549
83.45,532379,57392
78.03,471670,54717
59.23,735666,69207
75.60,618959,54711
74.74,660100,51884
37.49,1805137,807644
37.68,956054,858484
83.66,277680,102465
68.79,746627,55074
71.46,543836,53147
57.89,947428,53946
83.17,342817,53427
56.90,920705,52922
49.09,1094548,51624
41.06,1847171,51436
30.99,843754,729809
56.51,678450,250675
15.99,5893126,1424386
59.92,441222,219346
83.49,455151,59408
33.37,3311347,57029
77.71,634024,53768
76.96,917426,54512
26.89,2068258,52057
29.75,893915,775539
17.38,1477751,1497551
38.45,817074,396726
84.11,286503,64265
58.75,458350,71286
35.51,831744,73926
77.99,345870,56544
24.60,1727667,60606
77.42,313279,56147
26.98,1911760,61705
56.49,619725,51845
64.81,840629,137232
27.25,873265,802613
51.67,407369,266960
24.39,3628939,748089
18.74,1596729,1105776
32.73,3146703,91280
83.39,387311,52571
85.08,594990,51719
71.50,469334,132754
30.97,3155767,403292
18.53,1800098,1140802
27.67,832730,518955
49.67,1398592,96753
32.80,841045,87019
42.88,765038,80105
59.10,955021,89840
17.22,6948041,57036
76.05,321999,55463
75.55,472701,52329
77.03,349636,52995
26.00,2000361,51970
43.33,865106,51807
10.71,10870910,1577433
48.81,1625410,269169
84.34,269367,76167
45.02,724708,84540
85.50,275536,51758
75.89,509623,52076
79.69,474568,73126
27.23,817393,731551
26.86,1282297,777368
68.88,826567,112329
17.63,6789254,56674
37.00,887324,64732
75.48,464784,56372
37.80,820440,58394
61.73,967713,52949
82.65,249350,71247
52.39,434955,261456
34.08,683543,506312
20.66,5449523,619225
72.98,741066,111037
54.85,889667,209219
75.47,326576,67065
35.52,2865465,55170
29.88,3651393,56461
39.69,853364,54434
42.23,938822,52366
61.11,923528,52124
27.75,953504,52168
81.21,458038,76651
72.90,341501,140290
72.15,428584,139409
34.18,821304,544308
79.01,472273,62015
36.42,2692231,95812
82.75,370404,54265
76.65,300113,56592
76.22,431740,53455
30.09,951732,58432
54.95,585413,57173
76.49,308414,52072
22.53,1567138,51997
26.43,3450795,554887
10.43,10863295,1720584
78.00,467350,72875
33.90,789905,568789
26.18,868989,820832
20.11,5449345,679633
37.89,676606,131516
51.66,1521499,53873
40.32,810868,53662
84.03,247494,52357
33.31,667883,546868
19.56,5451271,670981
80.72,467222,60421
34.42,991280,461796
18.21,1589239,1133617
32.56,1045432,57588
26.77,922627,60280
60.19,556524,370818
29.65,1931167,920673
45.11,1957068,56814
72.86,815602,56019
33.74,3167546,57333
86.87,667284,54885
58.01,1335714,53572
85.80,815019,51085
26.80,2653600,1280913
59.58,553680,474251
78.46,356807,193166
61.63,561640,372714
85.33,354968,58099
71.30,876753,57638
85.35,508375,59683
53.55,1334323,54084
36.74,1812660,787667
72.38,467481,200508
55.17,918736,394315
28.31,1725958,1341035
58.96,549107,454755
37.87,1779445,689224
76.70,334611,196284
26.62,2003028,1003549
86.78,291142,63029
30.76,3334892,275494
82.85,476381,68138
49.54,1025294,80952
68.95,769818,57266
39.09,1201808,53789
84.90,652539,52402
24.17,2631542,1355198
84.95,267364,108345
34.23,1068482,574469
87.32,301866,63510
42.16,1295497,59052
66.98,687468,58394
84.68,652984,58827
85.53,334936,53921
41.31,1999769,53066
89.09,425046,52289
75.58,357439,227550
56.82,937592,87529
88.78,582492,66326
88.95,292296,56108
84.24,461179,52244
83.39,479444,50753
84.57,684464,52096
53.67,861870,467802
17.55,3312943,2353858
85.77,266290,106279
38.71,1021152,675701
65.67,876465,94460
66.00,646629,72914
40.15,1945436,58029
85.15,464436,53928
40.05,1314742,54827
38.38,2180108,52095
63.92,675288,279347
65.09,444149,286572
28.64,1693786,1463785
81.20,302272,118734
29.62,1454616,927241
40.22,1474519,136486
48.87,867599,59520
89.71,688284,53014
84.41,754687,55813
63.44,1071743,59363
43.33,1565392,52292
75.53,853276,52323
49.67,1712215,52139
