perf, CACHE_MISS_L1, CACHE_MISS_L2
78.08,453413,87112
73.13,523009,90638
55.48,901497,92738
40.74,1410599,44993
13.27,4541803,53176
13.08,4525580,129186
73.73,454423,124994
74.11,453158,133429
66.19,663690,86124
54.55,897563,105813
53.74,899405,157321
24.28,2561512,124348
13.15,4538799,125766
7.24,9000999,88892
57.20,510177,262975
58.47,644032,133537
55.97,645501,179303
39.46,1053683,125524
27.99,1362450,270187
15.53,2321384,241319
46.38,518967,200164
30.66,1159220,210727
26.37,1102412,268507
76.88,651185,107531
75.97,651581,122980
70.88,718081,133718
69.50,843758,63515
61.70,578564,80103
48.39,861492,51555
34.12,1499905,53249
25.26,2331117,81229
12.64,4706020,49060
66.02,845347,97266
25.57,2303779,84791
53.23,624634,371302
57.50,688961,263321
55.41,803087,237140
49.62,799658,407532
52.37,493832,266125
37.89,672490,214185
37.47,658980,329122
29.79,510405,416675
48.74,624730,404047
47.11,629876,350907
43.46,619832,440910
37.42,645485,627041
23.41,637995,647100
74.52,444986,59759
74.88,492839,62384
72.80,491623,67896
70.15,572001,85751
64.72,720278,52339
53.10,1116319,53587
51.57,1115925,78416
48.92,1121878,126414
38.35,1791188,37910
38.04,1794591,55165
24.14,2560318,73431
23.73,2520167,110377
23.93,2545054,127182
23.60,2682024,186238
13.17,4964248,61180
13.09,4961106,45513
68.28,573013,101173
50.15,1117691,101739
38.68,1763892,53612
36.60,1758291,180815
13.45,4972581,51844
13.39,4964013,92310
58.28,476468,118279
56.29,475079,127167
53.48,552855,122591
53.38,682566,119508
50.46,682806,125376
49.90,675497,123641
39.52,1430655,121185
35.70,1439170,333181
29.85,1746938,125666
27.35,1819435,305616
23.41,2788068,122919
22.95,2787700,285979
47.20,413389,193380
46.54,412880,204881
44.75,502346,201695
43.67,479222,196466
44.80,592262,201992
42.62,804596,313074
38.14,780727,199034
36.51,1117276,385250
34.09,1116840,253468
34.57,1089825,213738
29.11,1346554,216213
28.15,2332880,210727
26.63,2346981,468989
25.80,2300729,257197
26.12,2233933,214126
70.49,586740,92856
69.52,587529,102641
74.13,620142,74106
62.33,789749,89414
56.32,915293,54112
53.39,926880,129804
48.16,912303,85909
28.14,1901083,51230
27.75,1902172,84674
64.66,587053,148904
66.91,670602,97573
58.38,779968,214638
44.39,923683,209584
27.28,1898185,150480
53.99,575328,311656
52.85,578316,343585
55.87,599918,296384
53.04,605325,345582
53.72,749320,302278
48.07,862218,213218
37.24,584279,340669
33.31,526345,443423
30.91,739452,220834
45.40,567402,499032
51.23,611092,353772
47.03,726019,375308
44.48,721749,467056
40.06,689552,590441
36.78,650863,357540
34.93,666628,641372
71.94,619498,100172
75.54,640500,101284
72.90,695375,95882
58.70,895368,85284
50.58,950742,52144
48.99,946893,82072
38.44,1056227,48782
37.76,1062765,78182
37.51,1067318,101114
26.92,1908453,82036
64.84,695085,209974
57.43,802023,219351
58.15,909891,86920
47.17,975749,193934
36.80,1096389,179744
26.92,1913069,144325
56.26,628129,327979
53.08,630998,358179
62.50,674980,221203
51.35,780183,329824
46.52,885072,339317
46.52,717388,309001
37.33,635232,320541
47.29,589565,525025
50.95,601378,392620
42.62,607731,546201
40.68,688467,547919
33.82,629806,594946
31.95,635245,600951
72.64,943741,80034
68.03,945734,122891
59.41,859399,110689
67.67,888016,181677
62.33,1055414,117509
59.00,1051483,181390
58.57,884727,117891
40.41,932962,180164
40.49,1441533,116339
53.37,864473,348860
49.29,871167,407954
56.85,914688,308049
46.90,1017467,401076
49.35,814313,293361
44.70,701854,434754
32.70,525638,553039
41.02,596925,286265
41.33,835327,610175
39.24,850810,611911
42.63,885324,525060
37.53,938791,660125
29.56,857706,770512
73.46,865419,103693
71.52,944671,80789
58.46,1059539,182052
54.19,908058,69259
51.51,897067,147207
66.18,884537,181533
59.85,878765,112045
56.50,860999,179827
52.41,917027,181344
47.98,911327,241066
52.47,840020,339829
50.08,808992,285428
50.66,746803,292807
41.87,577901,269987
39.02,625315,292145
36.33,614032,494628
42.02,832665,634403
45.13,850062,524941
38.96,886400,596568
41.92,943832,564127
37.59,954854,610002
33.31,914451,758485
38.26,858702,505060
