perf, CACHE_MISS_L1, CACHE_MISS_L2
62.60,5439961,1266814
78.83,3440077,437574
49.56,7631917,1300628
63.47,5449271,834655
5.53,73762640,294042
33.25,13316316,537166
19.56,23313624,611695
5.50,73347457,330748
10.59,39462493,269633
18.87,23316719,2443207
58.11,5485567,2115445
19.10,23160176,2297670
19.21,23213171,1449318
33.08,13430708,426381
46.71,2950180,1887183
54.59,3120622,1277939
57.11,3409336,1128489
51.47,5081506,975954
19.63,18517035,1049131
63.29,5034827,323535
33.94,11995412,345536
6.54,40708798,348127
20.59,17267425,389583
6.55,41120163,388351
43.94,3510004,2123955
17.37,11553361,2142054
70.33,5716217,1253220
70.86,5715143,1299888
68.93,5186237,1608491
48.85,8725917,2574043
36.61,12703978,2871580
62.39,5708745,2426100
36.42,12795735,2821485
52.96,8738499,1740512
37.59,12663411,1749877
58.07,8755845,423582
40.87,12757262,429943
11.40,30821274,388598
31.63,9615415,5325053
43.03,6522072,5026164
44.28,8372628,2848065
25.56,10354163,1641921
18.57,9062002,1466261
42.79,9800022,461130
19.18,9721409,439723
35.66,6623785,4185117
39.75,5120316,4184827
31.78,5918349,4192664
26.67,7624888,2247693
29.18,8398242,355574
42.05,3203647,2086681
73.45,3327752,362081
75.59,3594426,335772
74.28,4135848,300428
36.13,12929187,799742
69.07,3334021,490003
68.39,3355462,511826
62.43,5199571,413397
51.09,7858189,923961
34.39,13026186,1985350
23.45,17934437,1564472
12.43,32653862,861978
42.03,2820967,2141000
43.89,2816453,2147264
42.23,2816716,2138289
41.58,2888519,2142524
41.73,2900083,2148182
53.41,3047460,1293185
53.88,3286898,1115952
53.54,3755653,1082783
43.08,7121880,1060011
25.10,13349188,1131579
14.52,19774482,1095379
42.59,3098649,2126786
41.75,3268732,2135071
42.28,3271464,2115646
41.23,3853611,2093926
39.68,4518092,2107244
27.96,10448390,2109644
23.54,15431413,2487683
29.92,13812318,1461855
37.44,4473885,4017895
29.64,13865245,1447795
72.48,4746813,538998
64.87,5839105,862760
43.91,10694055,1000909
44.94,10712584,426530
58.50,7591274,381835
20.25,16038656,310204
49.14,7444560,2563560
28.58,13983563,2743986
20.30,16081024,697795
49.54,7513671,2565103
66.76,4755342,1074839
20.48,15908656,691991
61.20,5856349,1288073
40.49,5694616,5326884
48.83,4674323,2618764
46.69,4988543,3550287
44.74,7195353,2296597
24.36,8357934,1385905
58.99,7271016,396373
24.53,8679235,374890
24.60,9493991,430309
24.19,10580085,459571
37.69,4572420,4188762
28.14,6074073,4194087
34.31,6063387,4185998
44.82,4814775,2276270
43.74,5253844,2271905
33.26,6184821,2165153
73.82,4857048,338616
45.21,6349734,408662
33.48,8187858,386267
44.87,7706405,384478
74.97,7249292,754276
20.99,15539738,350381
41.40,12933545,1567310
20.63,15913484,383409
66.99,8309044,560408
30.42,15836951,450172
55.99,9952298,531752
30.22,15321498,381723
30.18,15698281,392421
37.45,8154789,4145450
63.14,7612291,1842659
46.73,9938604,2634710
70.33,7351405,870107
29.67,15932659,426116
30.26,15792784,381267
34.69,10038328,5716258
49.90,7742058,2590750
35.40,9845432,5657766
46.52,8015708,3828887
27.93,12521354,1807916
43.10,12460352,395518
31.36,12428408,382049
43.31,12389713,441596
23.77,11508336,367789
23.77,11766333,402890
31.10,12918810,506469
33.81,9898951,4237543
73.43,7856303,423862
35.94,7113159,6303214
58.23,8384650,1974075
36.34,7178190,5918989
78.27,7345666,737283
63.23,8405968,1288412
71.86,8416364,457683
60.10,10062717,524335
20.57,22236162,305740
46.89,12136889,516038
58.96,7715505,2676907
43.55,10110503,3671739
46.59,12308750,437849
59.98,10107976,480586
46.80,12296407,490053
46.19,12331131,506944
19.96,22478170,376158
35.51,7229239,6212508
45.12,7410913,3846251
41.55,7725270,4970464
35.62,7229184,6206946
51.73,7759944,2594340
48.32,10402151,438678
32.42,8499320,6257033
50.31,8103906,358020
66.47,8877998,421961
57.57,9255992,444855
35.21,7229071,5903734
36.11,7215462,5904776
42.58,11897346,2109652
19.60,21312816,522325
74.96,7394393,898768
62.62,8468705,1361468
46.50,12042479,463234
64.25,7263610,1634765
43.24,10014412,3811529
57.76,7799659,2615625
66.99,7439650,1529901
40.94,7768566,4989089
44.50,7288062,3833320
45.00,7443417,3847019
36.16,8386775,6256434
31.80,9838784,6924838
45.21,7255897,3835805
60.18,9974100,375009
35.29,7875536,376412
41.38,7879046,429296
34.29,7095938,6295867
34.14,7177732,6262638
34.43,7141133,6295752
33.91,7445585,6262049
39.74,8740892,3040926
66.55,8611286,357171
66.50,8713196,422685
58.91,8534294,408150
49.56,8307651,420993
40.67,9075497,402758
48.74,9194998,402980
