perf, CACHE_MISS_L1, CACHE_MISS_L2
42.76,13254914,10188785
39.74,13245454,10196560
44.16,13250972,10221534
42.87,13250115,10210520
63.29,13914197,2323666
65.06,13917199,2242275
77.22,14879522,1388512
76.12,14891630,1450828
75.75,14905553,1487398
70.07,16751950,1614033
70.03,16760950,1638329
69.65,16782476,1642819
70.96,16771961,1660505
70.70,16734422,2116071
61.05,20321500,2127420
62.39,20380887,2047293
62.33,20342246,2420859
59.86,20327517,3447837
60.30,20347818,3371625
49.39,26952562,2215313
33.81,34662877,1864805
17.92,62012465,2818656
18.49,61041847,2321053
8.70,124085895,3717351
8.72,124410857,3086385
8.74,124447986,2555568
4.36,250826871,5969872
42.50,12857625,10199858
42.97,12938765,10206230
