perf, CACHE_MISS_L1, CACHE_MISS_L2
48.46,1217485,549859
65.70,1253636,332505
66.26,1319285,391832
61.82,1447529,554757
55.14,1703646,641737
47.17,2201887,688022
36.33,3200790,723158
24.13,4949100,649332
12.38,8103681,172463
7.28,16257933,186270
65.43,1254976,326532
64.63,1320174,392629
61.97,1447766,582958
53.66,1704500,664352
46.66,2201832,739327
36.87,3217611,747248
24.00,4961659,663678
12.49,8090355,168837
7.35,16415782,191959
67.40,1319059,371557
61.00,1452314,566662
55.15,1700647,673393
46.69,2202879,684336
35.94,3205806,731610
23.91,5115399,662110
12.44,8088192,165886
7.35,16414892,171504
64.13,1447527,461277
58.54,1706780,523442
49.91,2194734,528464
38.27,3218525,531299
24.12,4919320,531365
12.46,8083130,169004
7.36,16416956,165434
64.03,1707829,282057
53.78,2200542,269225
40.14,3208901,284986
24.74,5007889,279311
12.43,8101471,157819
7.36,16413783,161972
54.18,2205092,259988
40.26,3217585,239464
24.89,4999790,258305
12.36,8084806,157345
7.36,16408969,158447
40.24,3213659,255952
24.82,5027792,262763
12.49,8065501,158941
7.36,16398460,158234
24.81,4997363,255287
12.58,8063357,193240
7.34,16349612,179291
12.65,8007651,208460
7.37,16333672,209941
7.38,16264578,211103
34.58,1191061,1064809
35.76,1201318,1029448
64.07,1245197,278690
61.77,1293911,325517
58.37,1390121,439556
53.98,1568413,588900
47.57,2050192,705223
39.08,2904416,756102
28.36,3782396,808731
20.01,4516602,173083
36.37,1227626,1024738
61.47,1246070,290125
62.88,1293325,326579
59.04,1374016,433335
53.70,1568567,612405
47.71,2046145,719616
40.31,2863162,754677
28.18,3771238,797512
19.90,4528290,171364
62.32,1228964,287335
62.55,1292037,305046
59.61,1399699,435697
54.74,1570561,619593
48.22,2026792,702159
39.05,2906734,732105
28.31,3765558,770276
19.76,4537245,174970
63.76,1294108,262286
60.61,1400745,325585
57.22,1573718,451738
50.74,2053006,472137
40.81,2911802,492872
29.02,3774315,511322
19.73,4550119,163436
63.67,1375360,233438
62.48,1589993,262382
54.26,2060107,274524
43.10,2930143,260841
29.97,3788763,251972
19.82,4521564,162685
61.93,1572022,242082
55.02,2052577,244933
42.51,2938742,304034
30.53,3786762,240577
19.74,4550636,161746
55.51,2019527,239433
42.92,2941185,212264
30.27,3775436,253285
19.92,4529500,160124
43.62,2927583,213726
30.45,3768981,230888
19.64,4656165,186713
30.49,3748256,227110
19.94,4576489,216572
19.94,4568169,209486
33.65,2821121,1103101
34.42,2813443,1060657
48.03,2467748,342555
54.43,2382978,341743
51.70,2466155,488661
47.01,2643561,683271
40.04,3085685,772116
33.41,3835139,770968
25.22,4667161,796435
19.28,4786531,177799
35.05,2812655,1063446
51.65,2435933,305998
52.91,2401136,352052
51.09,2488967,487859
47.02,2652664,699550
39.61,3117975,773427
33.63,3816344,779793
25.76,4741859,815394
19.86,4683610,175541
51.22,2442747,289334
53.38,2396228,339265
51.10,2481642,495038
46.84,2653580,706475
40.99,3083263,759507
33.06,3842368,767662
25.43,4672211,784522
19.55,4723615,168172
55.62,2373275,297369
54.04,2457634,401691
49.19,2635187,543890
41.76,3121060,557909
34.71,3847854,531746
26.26,4660619,509686
19.33,4767524,163135
55.47,2439771,307660
52.01,2610683,329021
44.52,3079694,331987
36.17,3834231,303086
26.95,4709767,267603
19.15,4815499,158400
53.07,2613615,299688
43.98,3092500,296441
36.92,3809024,251083
27.31,4661629,245377
19.73,4707167,161841
44.60,3081730,292490
36.49,3833252,274735
27.05,4700644,243074
19.48,4752004,158700
36.71,3831742,265327
27.50,4674751,199642
19.56,4770835,187700
27.01,4644824,230720
19.08,4845925,198890
19.43,4742395,205774
