IdRun;NameConv;Time(ms);std;NbMicroKernel;AxeFuse;SizeAxeFuse;Schema
87;ResNet18_4;8.21784079;1.637403626539621;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;12;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (64, c), T (4, x)]
88;ResNet18_4;0.47408871;0.1045682637593177;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;12;[V f, U (1, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (8, f),  T (4, c), T (1, x)]
89;ResNet18_4;1.50781785;0.43395111316367024;1;axe_out_channels_0,axe_yy_0,axe_xx_1;23;[V f, U (4, f), U (4, y), U (3, w), T (1, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (14, x), T (7, y), T (2, f), T (64, c), T (1, x)]
90;ResNet18_4;0.57397124;0.07827000985340964;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;10;[V f, U (2, f), ULambda y, T (64, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (4, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (1, c), T (7, x)]
91;ResNet18_4;1.2846139266666667;0.3707339507530127;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (4, c), T (4, x)]
92;ResNet18_4;2.8076708133333335;0.8277593196025785;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;32;[V f, U (4, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (28, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (1, x)]
93;ResNet18_4;0.22284095666666665;0.009161855912508484;1;axe_out_channels_0,axe_yy_0,axe_xx_1;20;[V f, U (4, f), U (7, y), U (3, h), T (16, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (14, x), T (4, y), T (2, f), T (4, c), T (2, x)]
94;ResNet18_4;0.24466266;0.007654488229831054;2;axe_xx1_0;14;[V f, U (4, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (14, x)]
95;ResNet18_4;1.2022080499999999;0.3340832773049562;1;axe_out_channels_0,axe_yy_0,axe_xx_1;38;[V f, U (1, f), U (14, y), U (3, h), T (1, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (28, x), T (2, y), T (8, f), T (64, c), T (1, x)]
96;ResNet18_4;2.09975761;0.6634606052194629;1;axe_out_channels_0,axe_yy_0,axe_xx_1;11;[V f, U (1, f), U (14, y), U (3, h), T (4, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, x), T (2, y), T (8, f), T (16, c), T (4, x)]
97;ResNet18_4;0.51209394;0.08756453681259176;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;9;[V f, U (2, f), ULambda y, T (64, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (4, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (1, c), T (7, x)]
98;ResNet18_4;7.180014900000001;0.8790403637960466;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;12;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (64, c), T (4, x)]
99;ResNet18_4;6.89430216;1.654195038217835;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (2, x)]
100;ResNet18_4;0.10958488333333331;0.02186384121850123;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (4, f), U (7, y), T (64, c), Hoist_vars [c], T (7, x), T (3, w),  T (3, h), T (4, x), T (4, y), T (2, f), T (1, c), T (1, x)]
101;ResNet18_4;2.83880936;0.5967774666717537;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;12;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (64, c), T (1, x)]
102;ResNet18_4;1.41557896;0.4205378848621934;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;11;[V f, U (4, f), ULambda y, U (3, w), T (2, c), Hoist_vars [c], T (4, x),  T (1, w), T (3, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (32, c), T (1, x)]
103;ResNet18_4;0.6200433399999999;0.13637035387738203;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (2, f), U (14, y), T (16, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (4, x), T (2, y), T (4, f), T (4, c), T (7, x)]
104;ResNet18_4;0.67721887;0.1809261348095211;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;11;[V f, U (4, f), ULambda y, U (3, h), T (8, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (8, c), T (2, x)]
105;ResNet18_4;0.26576162999999997;0.029784493890152718;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;12;[V f, U (1, f), ULambda y, U (3, h), T (32, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (8, f),  T (2, c), T (2, x)]
106;ResNet18_4;0.6865458799999999;0.1413205813573272;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;10;[V f, U (2, f), ULambda y, U (3, h), T (32, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (4, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (2, c), T (7, x)]
107;ResNet18_4;0.15292991666666664;0.002373732680037448;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;11;[V f, U (4, f), ULambda y, U (3, w), T (32, c), Hoist_vars [c], T (4, x),  T (1, w), T (3, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (2, c), T (1, x)]
108;ResNet18_4;9.751901083333333;1.155906052325649;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;8;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (64, c), T (1, x)]
109;ResNet18_4;1.5889942466666669;0.36953337337683223;1;axe_out_channels_0,axe_yy_0,axe_xx_1;11;[V f, U (4, f), U (4, y), U (3, w), T (1, c), Hoist_vars [c], T (14, x),  T (1, w), T (3, h), T (2, x), T (7, y), T (2, f), T (64, c), T (1, x)]
110;ResNet18_4;0.09890170333333333;0.003104811146679366;1;axe_xx_0;28;[V f, U (4, f), U (7, y), U (3, h), T (16, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (1, x), T (4, y), T (2, f), T (4, c), T (28, x)]
111;ResNet18_4;0.25325823999999997;0.001769001289730074;2;axe_xx1_0;7;[V f, U (4, f), ULambda y, U (3, w), T (4, c), Hoist_vars [c], T (4, x),  T (1, w), T (3, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (16, c), T (7, x)]
112;ResNet18_4;1.0679345266666667;0.25534674122938356;1;axe_out_channels_0,axe_yy_0,axe_xx_1;7;[V f, U (4, f), U (7, y), T (16, c), Hoist_vars [c], T (28, x), T (3, w),  T (3, h), T (1, x), T (4, y), T (2, f), T (4, c), T (1, x)]
113;ResNet18_4;2.3303265066666663;0.6917709387362962;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;11;[V f, U (1, f), ULambda y, U (3, h), T (4, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (8, f),  T (16, c), T (2, x)]
114;ResNet18_4;2.9670794333333332;0.019039606434243513;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;7;[V f, U (2, f), ULambda y, T (4, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (16, c), T (1, x)]
115;ResNet18_4;0.2860807366666666;0.02167892622024876;1;axe_out_channels_0,axe_yy_0,axe_xx_1;11;[V f, U (4, f), U (4, y), U (3, w), T (8, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (2, x), T (7, y), T (2, f), T (8, c), T (2, x)]
116;ResNet18_4;0.10668124000000001;0.0011378172397475232;1;axe_xx_0;14;[V f, U (4, f), U (7, y), U (3, w), T (32, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (2, x), T (4, y), T (2, f), T (2, c), T (14, x)]
117;ResNet18_4;2.2913088833333335;0.7600594835995875;1;axe_out_channels_0,axe_yy_0,axe_xx_1;14;[V f, U (1, f), U (14, y), U (3, h), T (1, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (4, x), T (2, y), T (8, f), T (64, c), T (1, x)]
118;ResNet18_4;0.42871917333333337;0.04162707222767362;2;axe_xx1_0;7;[V f, U (2, f), ULambda y, T (4, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 8)), ((Iter 1), (Arg 12))], T (4, f),  T (16, c), T (7, x)]
119;ResNet18_4;2.9209661833333334;0.8161729725000405;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;13;[V f, U (2, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (4, x),  T (3, w), T (1, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (64, c), T (1, x)]
120;ResNet18_4;0.07852023;0.01866460858790984;1;axe_out_channels_0,axe_yy_0,axe_xx_1;34;[V f, U (4, f), U (7, y), U (3, w), T (64, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (28, x), T (4, y), T (2, f), T (1, c), T (1, x)]
121;ResNet18_4;0.09105089333333333;0.0008450111369154361;2;axe_xx1_0;28;[V f, U (4, f), ULambda y, U (3, w), T (8, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (8, c), T (28, x)]
122;ResNet18_4;0.29607502333333335;0.03313473509057307;1;axe_out_channels_0,axe_yy_0,axe_xx_1;8;[V f, U (4, f), U (7, y), T (64, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (2, x), T (4, y), T (2, f), T (1, c), T (7, x)]
123;ResNet18_4;1.2621097633333336;0.31227389647828907;1;axe_out_channels_0,axe_yy_0,axe_xx_1;11;[V f, U (1, f), U (14, y), U (3, h), T (8, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, x), T (2, y), T (8, f), T (8, c), T (4, x)]
124;ResNet18_4;1.8810413799999999;0.36185158063050576;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (4, f), U (4, y), U (3, w), T (2, c), Hoist_vars [c], T (14, x),  T (1, w), T (3, h), T (1, x), T (7, y), T (2, f), T (32, c), T (2, x)]
125;ResNet18_4;1.634176;0.29448948569810734;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, h), T (8, c), Hoist_vars [c], T (28, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (8, c), T (1, x)]
126;ResNet18_4;0.20665167;0.0015009554099121064;2;axe_xx1_0;7;[V f, U (4, f), ULambda y, U (3, w), T (32, c), Hoist_vars [c], T (4, x),  T (1, w), T (3, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (2, c), T (7, x)]
127;ResNet18_4;0.1472905533333333;0.001393585015721832;2;axe_xx1_0;14;[V f, U (2, f), ULambda y, T (16, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (4, c), T (14, x)]
128;ResNet18_4;1.91405258;0.06114744861867392;1;axe_out_channels_0,axe_yy_0,axe_xx_1;10;[V f, U (4, f), U (4, y), U (3, w), T (4, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (1, x), T (7, y), T (2, f), T (16, c), T (4, x)]
129;ResNet18_4;4.645675846666666;1.172273316961239;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;9;[V f, U (2, f), ULambda y, T (2, c), Hoist_vars [c], T (7, x), T (3, w),  T (3, h), T (4, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (32, c), T (1, x)]
130;ResNet18_4;0.09071863333333333;0.0006367950134157046;1;axe_xx_0;28;[V f, U (4, f), U (7, y), U (3, h), T (64, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (1, x), T (4, y), T (2, f), T (1, c), T (28, x)]
131;ResNet18_4;3.8981447166666663;0.9883918430555129;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (8, c), T (2, x)]
132;ResNet18_4;0.11211456333333336;0.001312090447293086;2;axe_xx1_0;28;[V f, U (2, f), ULambda y, U (3, h), T (4, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (16, c), T (28, x)]
133;ResNet18_4;0.8846109666666667;0.006514782435217817;1;axe_xx_0;7;[V f, U (4, f), U (7, y), T (1, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (1, x), T (4, y), T (2, f), T (64, c), T (7, x)]
134;ResNet18_4;0.19692644333333334;0.004775943331067339;2;axe_xx1_0;14;[V f, U (4, f), ULambda y, U (3, w), T (2, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (32, c), T (14, x)]
135;ResNet18_4;6.491956763333333;1.134611688168574;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;7;[V f, U (2, f), ULambda y, T (2, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))], T (4, f),  T (32, c), T (1, x)]
136;ResNet18_4;0.8165201033333334;0.20678292054773845;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;10;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (4, x),  Lambda_apply y [((Iter 2), (Arg 8)), ((Iter 1), (Arg 12))], T (4, f),  T (2, c), T (7, x)]
137;ResNet18_4;0.08249470333333334;0.001762530342462227;1;axe_out_channels_0,axe_yy_0,axe_xx_1;20;[V f, U (4, f), U (7, y), T (64, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (14, x), T (4, y), T (2, f), T (1, c), T (1, x)]
138;ResNet18_4;1.968297886666667;0.6518745867623215;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (4, f), ULambda y, U (3, w), T (2, c), Hoist_vars [c], T (14, x),  T (1, w), T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (32, c), T (1, x)]
139;ResNet18_4;0.13138062333333336;0.0016906173806597678;2;axe_xx1_0;28;[V f, U (2, f), ULambda y, T (4, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (16, c), T (28, x)]
140;ResNet18_4;0.9297130133333333;0.2954008227128351;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (4, f), ULambda y, U (3, h), T (8, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (8, c), T (2, x)]
141;ResNet18_4;0.8966184533333333;0.19326996432234442;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;8;[V f, U (2, f), ULambda y, T (16, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 8)), ((Iter 1), (Arg 12))], T (4, f),  T (4, c), T (7, x)]
142;ResNet18_4;0.34499863;0.03939132741748971;1;axe_out_channels_0,axe_yy_0,axe_xx_1;13;[V f, U (4, f), U (7, y), U (3, h), T (8, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (7, x), T (4, y), T (2, f), T (8, c), T (2, x)]
143;ResNet18_4;6.251757903333333;0.047565934913867895;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, w), T (1, c), Hoist_vars [c], T (28, x),  T (1, w), T (3, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (1, x)]
144;ResNet18_4;0.3372288133333333;0.038482507796556646;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;8;[V f, U (2, f), ULambda y, U (3, h), T (32, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (2, c), T (2, x)]
145;ResNet18_4;0.12051742666666665;0.0032421204881921822;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;18;[V f, U (4, f), ULambda y, U (3, h), T (64, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (14, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (1, c), T (1, x)]
146;ResNet18_4;0.67907433;0.10193188944073876;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, w), T (64, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (1, c), T (4, x)]
147;ResNet18_4;0.37971003;0.033570903261159045;2;axe_xx1_0;7;[V f, U (4, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (4, c), T (7, x)]
148;ResNet18_4;0.3217730733333334;0.010276847576900434;1;axe_out_channels_0,axe_yy_0,axe_xx_1;13;[V f, U (4, f), U (7, y), U (3, w), T (4, c), Hoist_vars [c], T (4, x),  T (1, w), T (3, h), T (7, x), T (4, y), T (2, f), T (16, c), T (1, x)]
149;ResNet18_4;0.20212713;0.008076016560002409;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;32;[V f, U (4, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (28, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (4, c), T (1, x)]
150;ResNet18_4;0.3606056566666666;0.025805708463542434;2;axe_xx1_0;7;[V f, U (4, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (4, c), T (7, x)]
151;ResNet18_4;2.676351036666667;0.6044313562091745;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, w), T (4, c), Hoist_vars [c], T (28, x),  T (1, w), T (3, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (16, c), T (1, x)]
152;ResNet18_4;0.10933465666666667;0.0008496851448297943;1;axe_out_channels_0,axe_yy_0,axe_xx_1;20;[V f, U (2, f), U (14, y), T (64, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (14, x), T (2, y), T (4, f), T (1, c), T (1, x)]
153;ResNet18_4;3.1345157133333332;0.6104119042501414;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (4, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (1, x)]
154;ResNet18_4;0.22072039999999998;0.0012895165305906932;1;axe_xx_0;7;[V f, U (2, f), U (14, y), T (32, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), T (1, x), T (2, y), T (4, f), T (2, c), T (7, x)]
155;ResNet18_4;0.12139008;0.00142414840044459;1;axe_xx_0;14;[V f, U (4, f), U (7, y), T (32, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (2, x), T (4, y), T (2, f), T (2, c), T (14, x)]
156;ResNet18_4;0.3857315533333333;0.0599986798963929;1;axe_out_channels_0,axe_yy_0,axe_xx_1;34;[V f, U (2, f), U (14, y), T (4, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (28, x), T (2, y), T (4, f), T (16, c), T (1, x)]
157;ResNet18_4;10.298614343333332;2.014204849179888;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;5;[V f, U (4, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (4, x)]
158;ResNet18_4;5.236961986666667;1.1860088267078626;1;axe_out_channels_0,axe_yy_0,axe_xx_1;7;[V f, U (4, f), U (7, y), T (2, c), Hoist_vars [c], T (28, x), T (3, w),  T (3, h), T (1, x), T (4, y), T (2, f), T (32, c), T (1, x)]
159;ResNet18_4;4.79478181;1.4001630751184473;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;14;[V f, U (1, f), ULambda y, U (3, h), T (4, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (4, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (8, f),  T (16, c), T (7, x)]
160;ResNet18_4;5.595985813333334;1.5253989689097271;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (4, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (2, x)]
161;ResNet18_4;4.209820433333333;0.9969384460037377;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (4, f), ULambda y, U (3, h), T (1, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))], T (2, f),  T (64, c), T (2, x)]
162;ResNet18_4;1.2250384333333333;0.3464502869333428;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;13;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (7, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (8, c), T (4, x)]
163;ResNet18_4;1.4057780233333332;0.301306453380696;1;axe_out_channels_0,axe_yy_0,axe_xx_1;11;[V f, U (1, f), U (14, y), U (3, h), T (8, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, x), T (2, y), T (8, f), T (8, c), T (4, x)]
164;ResNet18_4;19.253637516666668;0.8356601081038258;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;6;[V f, U (2, f), ULambda y, T (1, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (64, c), T (2, x)]
165;ResNet18_4;0.44403754666666667;0.08550655821086758;1;axe_out_channels_0,axe_yy_0,axe_xx_1;13;[V f, U (4, f), U (7, y), U (3, h), T (4, c), Hoist_vars [c], T (4, x),  T (3, w), T (1, h), T (7, x), T (4, y), T (2, f), T (16, c), T (1, x)]
166;ResNet18_4;0.18112815666666665;0.0054778714072377934;1;axe_xx_0;14;[V f, U (4, f), U (7, y), U (3, h), T (16, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (1, x), T (4, y), T (2, f), T (4, c), T (14, x)]
167;ResNet18_4;4.5884774566666655;0.9902474896775895;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;9;[V f, U (2, f), ULambda y, T (4, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (4, x),  Lambda_apply y [((Iter 1), (Arg 8)), ((Iter 2), (Arg 10))], T (4, f),  T (16, c), T (7, x)]
168;ResNet18_4;0.37384746;0.039003961007634425;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;20;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (14, x),  Lambda_apply y [((Iter 2), (Arg 8)), ((Iter 1), (Arg 12))], T (4, f),  T (8, c), T (1, x)]
169;ResNet18_4;0.3310150933333333;0.0425309425739368;1;axe_out_channels_0,axe_yy_0,axe_xx_1;8;[V f, U (4, f), U (7, y), T (16, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (2, x), T (4, y), T (2, f), T (4, c), T (1, x)]
170;ResNet18_4;1.067125733333333;0.3264029814044974;2;axe_out_channels1_0,axe_yy1_0,axe_xx1_1;7;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (7, x), T (3, w),  T (3, h), T (1, x),  Lambda_apply y [((Iter 2), (Arg 9)), ((Iter 1), (Arg 10))], T (4, f),  T (2, c), T (4, x)]
171;ResNet18_4;0.07391205333333334;0.0007795356354480037;1;axe_xx_0;28;[V f, U (2, f), U (14, y), T (32, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (1, x), T (2, y), T (4, f), T (2, c), T (28, x)]
