perf, CACHE_MISS_L1, CACHE_MISS_L2
49.72,5556109,966358
64.31,5352844,651567
22.10,7924620,2329374
68.50,4887764,166661
80.04,3269966,344528
67.85,6332192,545433
12.85,29359428,659147
18.92,9816695,326333
46.39,4095188,551322
48.62,2894071,1259983
82.78,5237557,242458
76.58,4672080,902413
80.55,3897235,724576
13.16,17399330,2970102
6.91,70470787,178484
59.60,3037094,242578
12.78,34613968,321536
26.83,8031832,215082
28.29,7994358,148338
60.70,4698221,643118
19.84,14249284,170655
45.77,3215953,2121331
73.91,5113895,286463
40.09,10109560,239710
50.23,5074465,1124275
40.73,10122047,564269
24.57,18936154,780367
46.17,5695688,959252
71.79,4648765,1154771
45.28,7201231,388101
37.31,7769555,649142
24.16,16367118,859383
80.20,4295144,663472
45.22,7191495,386584
23.67,3800606,348323
38.87,4939445,3838272
48.46,5370372,987052
73.10,4666425,1183637
39.10,4598425,372549
30.72,9057508,1642525
49.29,5685749,219112
66.26,3941179,1867937
55.74,6445024,384402
31.81,5205741,1700965
6.90,71114150,1781475
26.69,15530537,273714
39.37,9856709,1219736
52.38,5168748,632518
71.53,4143475,909908
40.64,7742212,5119113
33.61,3439945,6019094
55.17,4328192,239493
70.54,5719337,318046
52.59,5731649,1593947
23.51,20646693,285253
42.09,7391647,1094006
41.82,3703582,3150332
7.04,71928759,398844
84.50,4945146,196115
50.95,5387535,237463
74.94,5036308,231795
19.43,24466171,374920
59.99,5046430,1850814
60.01,6202301,246485
53.77,5403359,364781
81.00,4356581,244964
55.07,4601981,2537570
69.96,5859321,160565
22.26,7022432,577199
36.81,13105665,201652
37.90,9876562,358597
44.58,9926287,362203
70.52,5261931,336354
53.18,6336005,953944
12.83,36893226,555758
42.54,5225375,816674
9.66,34265434,1536114
48.95,5447377,3766500
20.81,6776896,1676600
13.66,35023137,266684
11.53,34488772,1108996
77.30,3267606,859645
54.72,3986691,201284
12.49,29214451,223830
74.16,5173608,363518
18.53,21796007,2493829
60.99,4858412,325136
7.05,71934283,690684
49.18,7337450,1604748
11.66,34073137,1010955
26.57,15482820,297098
83.65,6262826,237098
37.62,10263672,232586
61.15,7947023,610873
66.82,7745051,154635
51.55,4864626,3656473
58.34,4871964,1522704
41.74,7425978,231824
45.54,4610569,229434
32.91,13530491,505502
26.13,6308894,3164830
83.72,6261884,212660
82.53,4793078,443514
42.44,7775515,519337
62.50,4959090,1622244
42.95,6522369,868640
67.23,5445111,1693682
12.76,34239793,241038
60.71,5678168,588099
25.69,17266568,347794
56.05,6668383,327081
6.84,71591039,688900
40.96,10651758,674606
56.48,5169916,1097045
34.60,13601825,269837
70.76,7982866,367020
30.33,13214276,399062
77.61,4668938,775984
84.31,8091712,169120
79.58,4641492,179484
12.40,35510461,232458
42.80,3709244,3159250
73.79,4296864,1186272
79.73,4413185,237526
24.41,15895097,233569
36.56,8016706,668063
41.91,8769975,1351481
83.62,8123564,175526
41.78,4833496,229419
24.94,4919982,3436290
62.34,6170307,1920231
29.52,12427784,172437
66.91,5716740,344094
42.88,6079070,589139
29.53,12511029,911066
12.50,15152017,173333
23.55,5759624,265421
26.13,16265637,536560
68.47,4553402,164019
54.02,5419868,3246594
40.04,6595979,1559154
53.14,5221042,160710
43.27,7743638,238729
28.95,8463628,1232527
37.49,4516673,1052358
38.20,6658802,966100
30.06,4678960,235466
6.02,70030307,1418953
70.58,3545010,1261856
73.82,5450086,244509
59.48,4977306,384441
14.23,31419012,525138
74.77,7804953,158217
6.83,72043970,686477
12.81,33956991,305757
37.64,4485205,1806817
51.22,5519331,2478692
42.48,5236772,786419
55.46,7109181,425336
59.32,3037928,240066
49.06,7511325,613606
74.82,5753366,1112549
68.29,5836458,1583066
8.38,33220724,1002137
51.54,4817213,4224296
18.18,18547815,1174376
22.53,5540790,162090
39.41,7733132,1136323
24.86,8955005,1525324
76.25,4515756,239404
55.66,4649046,157467
61.63,5820858,2623699
22.22,21124387,331927
80.81,3082081,298217
23.09,19722724,566607
29.36,7527701,7857692
67.11,4897555,160613
59.48,4245268,242845
49.94,5218411,3594250
57.03,5763079,318158
79.77,3660404,558683
69.51,5665469,625077
42.04,10231647,516162
37.52,6751702,1304531
57.10,7211360,251371
71.72,5708132,174977
29.86,6163506,1628025
28.77,12472767,377490
45.43,8815332,274725
79.73,4422449,269511
58.58,5692264,372595
78.29,5169065,222002
75.16,4992158,219541
56.70,6789167,533376
66.25,4317361,479749
65.96,5348534,630074
34.95,11193522,1113033
25.93,13202562,2575679
14.06,30316694,1689489
13.68,30289062,1276463
