perf, CACHE_MISS_L1, CACHE_MISS_L2
81.91,1864133,43386
30.27,3085381,59164
82.14,1059984,50554
79.59,1178432,76784
14.98,7212902,88181
49.58,1528737,70366
29.67,4032952,110175
10.48,11384654,202179
66.94,977443,83829
67.99,1053366,83009
43.66,2104902,103315
62.81,1454896,73898
72.12,992048,47044
80.77,1287986,101918
34.55,2463606,65236
79.00,1034968,40317
78.98,1113815,111583
78.76,1877626,85257
60.70,1662437,79349
73.83,1398920,154330
55.07,1290758,152442
50.24,1093457,51730
63.51,926414,75176
71.93,1324775,84564
82.63,1299342,59998
67.15,1243615,48523
25.40,3399071,82962
25.77,5037059,164837
73.16,884150,68334
71.76,1260489,100997
52.97,1691887,94651
71.52,1376840,54015
25.02,3946666,73368
79.20,1092496,65394
22.42,2365229,67815
86.58,1438745,70540
77.68,1039213,107671
27.81,3902574,81655
75.54,2122248,127267
36.42,1063390,545321
30.76,1751923,48202
27.33,2379513,75651
34.07,3137980,67560
43.27,1988133,162859
45.15,1220657,47774
45.15,1686051,60465
48.34,1591809,284568
59.35,1599703,64088
21.61,2583631,880588
77.51,1298817,159199
81.48,1289754,147330
78.74,1349664,92508
72.01,1329818,93622
83.60,1773614,50347
29.76,2347754,51758
72.46,924146,81212
77.95,924117,95760
43.76,2032255,55364
64.31,982001,84844
64.18,750926,291196
36.02,1318422,58869
87.05,1526143,53428
77.36,1006798,123610
33.49,3722179,74389
79.12,1015582,64480
45.74,1660422,41984
49.26,1288494,68225
75.93,1075730,98421
82.01,1244448,117751
79.46,1393778,94044
77.94,1877677,88175
50.36,1841225,49565
54.18,1385308,47787
38.63,1067646,268576
80.79,1177545,70362
69.05,910926,87826
58.18,944349,404962
62.80,1538168,67103
67.09,836982,170162
77.80,818044,80730
38.51,916550,143436
72.62,805189,92225
66.23,1673878,52230
33.79,2181788,67386
38.93,905742,106745
50.38,1750646,68729
37.45,2998737,72694
82.92,1731632,108092
78.70,781229,86236
78.14,2130331,94395
21.05,2159082,81551
83.93,1503943,99584
87.50,1434142,56181
72.26,1173824,69015
70.27,1215674,92512
10.57,11359764,782170
71.72,1061498,51500
72.69,832099,89738
70.05,890225,82761
64.86,911931,61459
80.05,1176649,88972
56.93,1571433,88607
45.56,1327942,71514
80.64,1283752,92361
17.06,5826769,95370
37.67,2779506,78876
41.46,1044399,45580
17.14,5029184,84457
21.67,2229149,60317
32.63,3733891,163573
75.39,567005,87506
80.91,1337896,51093
67.18,888946,49309
57.42,1587395,101962
47.38,1979078,60392
51.89,1092432,343484
77.30,2129630,95423
85.73,1725145,81425
38.99,914825,134177
80.01,1404419,100186
39.21,1907087,164244
81.15,1648109,101008
30.56,3825457,80583
15.29,5641441,1026605
64.63,907888,70530
22.35,3998308,86724
78.76,906992,61371
62.54,1536792,79524
78.46,2131452,94936
38.36,917124,147876
78.92,835605,67590
80.55,1286843,102861
71.50,859252,62277
24.07,3701997,70573
25.27,3724550,71689
35.34,2074690,657495
68.56,858645,75085
42.49,1921493,106855
77.42,1389398,83228
48.99,2830574,42027
37.98,2458838,50142
69.65,991925,83020
25.30,3492886,862153
29.23,4765093,137955
79.18,1383638,56463
44.77,2036421,43218
38.70,2071700,58818
47.53,1671785,71246
52.92,1176028,62073
39.59,1477475,85337
87.16,798653,42858
39.65,1098171,43766
25.27,3688040,87055
85.78,1965740,59248
19.64,4072237,66969
40.40,898635,61763
79.35,894450,58722
59.58,1339917,79526
38.88,3468480,74958
75.30,1261824,71416
40.93,1068492,105520
78.44,1174613,142608
31.17,3629461,76754
76.14,1038488,121341
60.88,2184594,52763
43.27,1559711,683714
64.59,1387867,74525
38.35,2907024,72737
77.65,1213977,78284
72.49,886247,69678
61.08,1574671,97307
67.14,840353,243304
38.28,2098066,67226
31.99,3542323,76157
82.33,1581095,68102
20.24,3657820,49818
82.84,1500515,134836
30.47,3891133,82410
47.68,1598258,357428
23.09,2926049,55150
8.97,11592766,2072803
80.03,1176422,118286
47.32,1619935,77003
71.09,1041642,86555
80.11,869787,80677
81.39,1778209,93870
46.31,1664532,78249
50.99,1434241,47985
85.09,1484743,99631
81.63,1393656,51749
52.60,1001956,43340
78.86,1083619,78563
51.27,1217052,50016
57.64,1293351,71185
86.63,1718111,64251
80.76,1297209,67372
43.55,2127514,91751
63.71,1521081,61300
76.20,1883633,126550
38.05,2450459,55475
