perf, CACHE_MISS_L1, CACHE_MISS_L2
41.20,976960,106288
34.60,364385,61618
31.76,2818269,79991
37.82,2747340,142550
36.23,2988881,119293
37.44,2729589,121777
37.90,911274,67371
13.24,7979323,437862
35.14,2902564,100156
48.10,944371,60995
47.21,641365,102414
23.00,1455537,60987
28.01,519664,61066
42.20,603096,61105
28.20,434577,64323
43.61,958144,143992
26.24,473931,60293
27.61,474491,60997
12.95,8040779,431357
24.12,437673,60171
40.60,987021,78901
40.91,853799,68384
42.30,607906,61114
21.27,306019,275359
20.72,309567,242598
33.86,2798588,158601
26.90,482097,61185
12.58,8182730,461067
44.18,970170,61238
25.05,384415,277708
22.69,471334,60532
21.21,2020753,148581
45.70,722805,75945
42.94,933023,158523
37.35,2767276,67007
44.04,977719,79288
46.23,520066,101919
45.51,734299,62300
21.61,399536,60569
49.34,887316,61867
38.04,911282,66192
13.13,8460836,331936
21.02,343963,63917
39.12,2735916,145745
21.79,2883675,65023
43.88,1110259,130902
26.78,3112669,105662
42.43,829437,65817
13.89,7846391,208748
39.22,2734717,145201
21.82,593517,61118
20.33,310343,239929
37.33,902381,120417
41.15,1000492,61003
22.61,1675467,62816
31.06,512541,60548
38.40,995271,80985
28.67,433725,63262
39.81,911885,118552
22.45,1670184,118758
13.04,8680214,339852
28.27,444429,64537
31.49,3087711,132109
35.37,498762,61234
31.62,478353,66505
34.69,379113,108754
40.45,914590,78411
24.65,2639402,220277
36.26,2760432,101107
41.34,368825,61116
33.02,2856031,138818
35.99,578951,59553
34.24,3131486,124358
46.33,931605,60282
36.01,486985,68324
27.51,402123,379920
26.60,3150667,134297
12.63,8121081,469804
35.81,486997,67096
22.32,470999,323890
26.83,404181,72427
39.55,377615,62080
25.74,372103,387571
37.55,2740252,103172
35.47,487444,67261
43.65,943923,67872
20.44,2032668,444501
39.95,888129,62356
13.18,8576254,263977
13.75,7973484,70287
20.59,2709764,321118
41.81,872618,63124
13.53,8069313,74580
21.64,2020222,62883
44.04,903565,62102
23.21,1361852,71711
45.44,406913,74444
13.06,8660909,263734
13.52,8058583,72516
20.99,333178,117523
20.54,321430,121103
28.52,401055,117272
46.60,1227529,159402
20.08,311761,243849
36.20,2763213,102500
28.24,434718,64565
12.86,8128945,346976
27.54,501173,61717
36.45,2778374,82452
13.39,7967960,355430
13.86,7848702,246334
20.18,307613,280799
38.95,518183,62042
37.32,1437490,110500
34.50,376475,136955
13.16,8128343,140201
27.00,2822830,73065
35.01,379847,78867
31.39,2832423,87170
43.18,539604,61077
21.74,1818082,318091
32.96,530088,61511
12.79,8087185,454075
44.01,773185,82363
20.78,319185,120059
31.51,487741,60806
46.89,1190708,62626
35.56,518715,75057
29.90,3140056,128410
21.59,343690,62099
22.61,469781,61948
27.19,2819421,156926
41.52,953107,62543
35.14,1138779,129446
39.52,507024,64977
12.91,8991084,425341
30.35,3079157,106767
24.38,2607342,306586
36.21,1551027,131464
22.47,496972,111434
21.30,303613,273305
12.74,8123122,460619
48.46,1173613,157364
22.38,320311,76369
20.30,3067808,333575
27.11,399248,114705
29.24,2805043,68782
42.44,1339931,63083
36.76,1130552,70157
34.91,2676724,77067
12.90,8980014,347357
28.24,446819,63526
43.24,363338,66074
21.42,609137,61207
21.35,1834608,121812
13.16,8457916,333163
42.31,1332576,64291
26.06,483933,208702
26.67,2825273,160685
35.61,518444,66525
28.50,404835,118912
13.22,8145901,292260
38.41,802296,110753
30.56,3139636,124765
35.70,495243,67227
21.73,355301,60631
41.66,978939,68262
27.37,553124,62383
42.19,1338999,122680
40.84,845461,111328
46.94,371145,61088
35.60,503748,93723
40.61,981105,136075
26.66,2824352,161783
41.46,639210,61058
44.41,778415,80884
21.39,319257,75000
26.30,402526,77070
35.17,2753978,83608
13.90,7845507,210541
44.03,1070487,101371
36.71,1542549,73381
22.27,489534,61579
28.17,394250,137770
23.48,468785,118536
35.75,512873,61442
27.54,2913089,113235
21.41,2043391,63245
43.91,1113037,62578
43.80,960947,59713
24.58,368625,382971
43.55,1299620,68650
12.98,8695778,342203
27.39,387989,273363
21.21,356280,60763
32.74,515250,65996
33.23,3128714,129860
35.05,2776761,106925
28.53,400264,79057
21.72,1876686,69794
