perf, CACHE_MISS_L1, CACHE_MISS_L2
26.82,2381506,127940
21.03,2277989,1360586
61.72,1620236,133696
34.09,3193984,317281
71.69,2126703,115942
35.76,1896678,1583487
48.35,1731615,355974
36.73,3006683,191477
63.33,1343718,249979
38.25,2414662,112513
16.78,4306103,107043
41.88,2266071,267510
22.84,2734643,220248
26.43,2544346,135889
26.49,2583942,313772
68.78,2097118,121442
15.93,4385234,276630
41.93,1511472,1148644
28.09,3748854,174808
43.87,2023589,1154692
37.65,2117976,217649
12.18,9563207,112763
31.02,3914270,85585
56.58,1765341,150873
38.72,2318451,81271
51.16,2005232,157589
70.09,1854754,137147
16.18,4349220,415131
40.34,2082772,82480
53.69,1781445,239217
35.98,2087415,707381
62.20,2129152,186968
36.41,1402195,1545516
73.98,928057,253851
30.56,1668456,230647
16.49,4336270,649043
39.89,2344574,206661
56.32,1125398,143485
37.15,3585468,172940
43.83,1794251,188453
33.07,2973828,365904
42.55,1949901,188849
49.76,2354233,147670
43.85,2235843,207858
65.90,1278251,96298
57.30,1449945,110853
38.74,1971601,1183045
34.58,2963367,122876
13.35,9308838,137139
23.52,6060973,357089
30.36,1990212,168920
56.98,2148676,269644
67.92,1265645,105110
67.86,1896871,315763
42.50,1960909,223286
66.32,1594941,139971
19.36,2511828,632150
33.63,2982537,171859
6.97,17956894,573494
47.55,984723,393841
36.54,2274662,160901
46.55,878543,553132
26.63,3843298,224882
26.53,3877648,188012
35.48,2251691,158500
60.45,925072,510103
51.99,1717947,258932
50.22,1758541,366665
50.34,1618700,726261
23.34,5718862,96232
24.19,4741496,101731
75.34,1975426,136650
48.74,1734824,106469
35.93,3579446,315484
48.11,1747156,119980
47.29,1178096,903126
13.37,9285216,137541
