perf, CACHE_MISS_L1, CACHE_MISS_L2
52.15,1241893,1229506
55.74,477988,555696
39.67,2600407,1723953
50.97,1294598,579366
47.55,2255722,853231
44.65,1701589,1892894
43.40,1181687,1685480
54.71,1340104,995361
54.74,828521,1099622
50.25,1281816,1130858
47.83,733692,1054403
29.16,2906933,1305498
50.98,878979,1125720
47.91,1211566,1109932
53.56,351379,964471
26.86,2605303,6514351
56.46,392740,756827
24.83,5554416,10072724
38.24,2499317,4508864
40.65,2513444,3649855
32.68,2213367,4467052
32.22,2322889,4893886
41.63,1127528,2245673
36.04,2194256,2751871
36.07,3289757,562998
47.61,2543023,894834
36.74,4459944,527295
26.16,2738726,7575375
27.50,2750024,7427344
37.21,1590239,3493618
18.58,5181889,11237020
19.21,5217545,10837496
53.22,649928,639878
39.68,1374869,2603691
45.35,677044,1143342
44.96,788131,1321551
30.22,1975161,4292620
52.48,759261,661820
34.89,1824158,860543
31.95,3685944,826049
36.50,2412580,828111
47.05,647101,1610121
26.33,2986410,7296742
57.60,832303,1317046
55.40,674648,1764301
46.21,682454,1406383
38.53,2418234,4801888
28.09,3025613,5839983
28.20,3083076,5735776
25.74,4053985,8654254
43.51,1158508,2433857
56.89,889155,1094072
50.68,1215011,588262
36.83,2469967,953870
33.74,3258965,1662015
38.30,2493096,782298
53.64,531756,1330969
46.28,950928,2558581
36.80,1281093,3662106
47.64,696590,1547399
29.17,2742454,6056518
53.81,595301,975962
30.07,2436410,4967906
53.87,490225,742935
48.19,992127,1656598
42.12,1610372,2852416
23.68,3813906,7236899
49.31,715498,1208963
40.61,1629183,2957982
33.42,2248546,2975844
25.94,3576126,4263806
43.58,1523291,1889830
44.35,1605029,820419
44.30,1205904,727913
44.26,1603894,970421
55.11,1356292,508119
47.64,1444598,433465
45.13,733707,728063
32.92,1514910,2750238
28.14,3497545,2539859
40.83,982415,1624545
41.40,987053,1540349
25.61,4471419,5650567
32.03,3387603,1612115
44.99,829683,928568
33.88,2526900,1474111
43.40,1265289,1101029
24.21,4783716,1230012
48.99,1083751,1071089
45.59,779627,1038762
36.36,2374343,1325097
36.62,940840,890284
44.80,830394,1236803
30.83,2768617,1465278
33.49,1097003,1043151
19.11,5079717,12992885
36.78,2006411,4098402
21.39,5382381,10458147
47.68,691222,1464754
53.32,624920,994997
47.90,1136977,1785930
46.64,1140298,1828745
23.66,4496474,8690556
54.20,689664,917379
25.51,3753151,7671946
53.54,692470,932476
47.36,707743,1242376
48.34,1116651,1657501
33.73,2156036,2900188
33.56,3149114,1421269
36.82,1956592,480769
33.62,3153249,1138636
33.92,3137707,1003251
48.80,1967340,477260
52.27,344449,967683
44.94,657203,1750530
38.09,1315368,2900301
37.94,1317731,2882881
54.85,1510788,572818
39.11,1689876,3138555
55.19,500246,836311
39.18,1692361,3138683
41.75,1583645,2841618
24.18,3995509,7848758
40.72,1331411,2532645
32.88,2169896,4421633
23.03,3876613,7739294
42.92,1546848,1762014
28.09,3412285,4045261
28.77,3415630,3975395
44.13,1641871,740773
36.75,1890869,1081221
53.78,1438565,445942
51.08,1728227,487297
46.31,1948466,407611
38.56,2827583,445630
38.10,2829441,501734
35.92,3996254,524134
35.18,4067917,949654
36.07,1290630,3582615
45.95,679134,1491750
45.34,837566,1524647
38.86,1551924,2931537
23.35,3906923,7456853
53.66,482175,689756
40.63,1469854,2574862
47.18,858684,1002227
54.48,528716,638602
47.29,719239,964330
54.19,814453,640923
48.18,917862,502911
53.72,1397685,578979
53.51,1318661,394078
26.67,2881017,7416989
21.14,5296430,10074190
46.33,1179003,2413274
40.00,2070387,3504628
23.03,4141114,8631136
48.27,1232330,1862594
54.87,886918,975557
48.74,792100,1043196
28.98,3288673,4103285
54.99,1175829,653632
44.08,2078669,826717
50.22,2170371,844502
17.08,5005797,13416778
19.12,5016866,12992394
48.48,693564,1422217
38.37,2061080,4472105
32.75,2130176,4483454
22.39,3919816,8351855
31.71,2255291,4637556
57.53,1560831,660736
22.82,3863102,7981567
27.60,3303546,4234223
28.69,3269581,3857671
45.00,2082451,951770
58.70,1226466,677181
45.43,1310679,657608
31.90,3038859,746466
57.85,1523745,841874
25.90,2713162,7342975
21.03,5132094,10462330
54.87,557732,1130063
55.26,397256,755404
21.55,4171200,8492771
55.92,603461,928590
40.28,1794299,3309134
23.50,4318382,8291405
47.98,724032,1287445
22.51,3810919,7905667
41.27,1738041,3181923
30.79,2234093,4526057
57.60,683265,621085
55.39,661417,958897
35.27,1884617,2316497
37.09,1971582,882813
57.25,1441730,480867
52.38,1528268,508448
46.38,2240165,957827
