perf, CACHE_MISS_L1, CACHE_MISS_L2
31.23,5434173,19834786
47.33,5690143,5593244
46.42,5756143,5043524
44.52,5761160,5353099
40.75,8052967,7955657
27.17,5426981,19450955
27.50,5433383,19826560
30.31,12207345,13446392
23.87,16280586,13633087
22.08,21090819,14129494
19.16,5279437,19668972
36.02,8095107,15312150
29.59,11444354,19928146
29.35,11494206,18157822
38.37,5474235,20302179
39.21,5577592,19806580
38.62,5489787,20603427
36.10,5475965,20330208
38.05,4731970,17301193
39.26,6140688,18357817
39.50,4940659,15502420
37.55,6338648,17077929
36.88,6498781,17065700
36.09,8066150,15529745
35.70,7807722,14853195
28.33,9515085,17864291
37.70,15040888,20972285
35.38,15168002,16788048
27.12,15085758,20131434
37.61,14873221,20287542
36.94,13700176,17295807
38.36,15171238,15651633
45.19,13967954,8013103
41.38,13770919,8715157
30.99,17158004,13911336
22.25,19713132,16823778
22.98,19905475,13537771
22.37,19617321,21396593
18.65,14176800,16676508
35.82,13959910,17686221
40.59,13817312,9941462
29.07,20363767,21705866
35.31,13753164,17211934
37.09,15736055,17662183
34.80,14393102,16614716
35.79,16658874,17044853
29.75,18645261,19415723
28.99,16706006,19597897
26.35,18460911,26735410
46.86,10425049,9111699
45.71,8911601,8219944
7.35,72215483,72269581
7.21,71424637,81158034
34.99,7330186,24982609
41.29,10212772,12234623
46.11,8916459,11296566
35.86,11444276,8292207
7.83,71442696,30313894
7.40,71810297,41640110
38.90,7117495,16987585
38.94,10229987,22424958
25.01,9632439,14054003
19.00,14706399,27821176
31.80,9461929,32501438
31.69,10127399,32930342
29.42,11261016,28920582
23.81,11750064,22426087
23.01,11396494,27761923
21.96,15038808,32659615
27.34,7978845,28840328
27.67,7989717,27890184
35.39,8472886,18590269
35.71,8595176,19475232
46.09,7859471,6929972
40.08,10769611,9851949
35.76,14208584,12934673
29.19,13817820,20474405
25.46,18117528,15749834
22.62,19437725,32169907
23.94,8038309,28152552
34.33,7385462,26684882
34.59,8358483,28519516
33.15,8364352,29207246
41.05,11081355,12509519
30.86,13202976,9437607
30.37,14292725,11504621
29.91,14118055,13400114
38.74,9040629,18051092
40.45,8673931,16801586
39.76,7884436,15184732
35.42,10830128,18838869
33.07,12469745,19973265
30.27,9552087,17377061
13.31,7868029,30210783
31.64,7784721,28070953
35.41,7360188,21705065
33.45,10775017,21944434
29.72,10357396,22248143
26.92,14487303,29498560
23.89,13462791,34258829
26.85,8045871,28451462
27.27,8064299,27869801
32.10,8148199,29444917
32.37,8343949,28568001
32.48,6818507,24054127
35.30,8734760,19450058
35.39,6980695,16605961
43.16,9303262,7535763
33.33,13640146,14190694
34.02,12313633,10148053
27.70,20240184,15121706
23.36,7210764,25981062
23.81,8140614,28309088
32.78,6820512,24880490
44.73,8788710,8307220
39.04,10786357,12641888
29.86,13509573,18132721
29.94,12566785,14353002
25.80,18597686,20212258
16.90,6511719,24424054
16.01,6816370,26063107
15.59,7854223,29380725
32.67,7883005,28310737
33.87,6752837,20821507
36.60,9252434,11284783
33.32,9044824,18208992
29.58,11987484,23185300
31.99,7984685,29648628
32.13,7861284,28844927
32.20,8171375,29147767
33.06,6682906,25248754
31.79,8944069,25252435
31.28,8987274,25208802
32.06,11807119,17666167
28.14,9191831,25765811
29.71,14019515,27189680
34.04,9877045,28968324
34.61,10008590,27862765
36.37,10237677,18694402
41.77,10865145,10234707
26.15,15117254,17805804
24.49,10292652,29207952
35.92,9765350,27109937
42.55,11232262,12490035
27.30,14962145,13941492
36.38,8275340,24798873
35.06,8445772,24930847
33.99,10007826,28988968
34.86,9989651,28422292
35.11,9978754,28423838
35.97,8553029,21270520
38.07,11281706,18447843
33.96,13184396,19707546
34.05,10894362,18892932
31.56,15345781,19227944
30.99,15320507,23606434
22.85,14479802,28306243
33.63,10199492,30293029
34.51,8508378,24636059
34.31,9731591,23435321
34.38,10925666,24991343
32.60,11516366,24498606
34.60,8609707,23604106
36.07,8779233,16088458
43.69,8870913,7135963
43.07,9465264,7231443
41.35,11913069,9109364
41.88,9389097,7443051
37.69,12998595,10945292
37.00,13074081,13529819
25.63,13803325,19004541
24.33,10323456,28158112
35.79,8652965,23834718
39.74,11307235,11638176
41.82,10709804,9693719
40.89,9985337,10337719
41.35,9465545,10276857
30.99,16262281,19995435
30.35,16395639,20133887
25.44,14487557,18296760
26.85,17817224,16448098
24.29,19675934,26227305
34.75,8653022,23756327
33.09,9144925,25379874
34.67,10463934,27988856
34.40,10588431,23777065
34.77,8919709,21203804
36.53,9086123,15397551
32.29,13504117,20400302
31.42,11197221,18878982
23.59,14714635,27323711
17.09,8602017,24240727
33.89,8440451,24649057
33.55,10522206,29258732
33.40,10665822,26709153
31.08,10941476,27676738
33.44,11058829,23994299
32.13,12652693,23760263
28.49,13987640,27498282
27.75,14260224,30094178
