perf, CACHE_MISS_L1, CACHE_MISS_L2
42.63,11795333,30607773
24.43,44420746,50783112
57.23,7025498,1634901
46.03,23692420,2125279
20.80,70636880,156641502
47.57,7523194,9752596
48.83,13052395,3237330
43.36,26962375,4071694
56.17,5438206,2860330
40.84,10429885,3814522
37.20,19982390,5046971
42.67,25536643,1576463
47.81,18524023,3588188
54.30,9753028,1523834
48.84,23756465,2658605
48.00,19152945,16609611
52.21,7817631,3553275
38.64,13742441,1905847
55.36,7391276,3205885
52.98,12394722,2403174
39.33,35741077,2709434
40.37,29728489,1400862
25.63,40374465,111861545
58.69,4645342,4206931
32.64,24103088,5599423
61.44,7664375,6168675
32.27,9945600,3608129
53.81,4853685,9814830
62.29,5107520,2436885
50.46,4597163,12713231
49.55,8091975,22268731
34.22,47490228,47767497
56.01,6797843,4430950
49.58,13110768,2964290
61.26,4539258,3766108
56.22,5838415,4297896
37.96,33570594,29701582
47.17,16744114,8990554
56.80,23930330,1060495
49.63,14305177,3258260
55.73,8624371,2401249
50.74,7305730,1501824
53.39,23956686,1240193
52.21,13586596,4787072
46.95,16615019,1400776
52.70,23955871,3184148
58.30,5198268,6429503
31.46,27390785,47469698
57.89,4579730,2131965
37.09,17826065,27884520
46.00,14907512,14912604
56.14,7900043,3579117
35.89,20359286,4615681
47.83,6070815,9689013
55.36,4594344,8569420
47.69,8643421,15929263
49.77,5820112,7157030
59.39,10312971,2940753
56.63,23290087,1952390
37.14,37840478,1394448
33.76,25188289,57064912
50.98,9527118,2756689
35.37,26033650,2622346
44.49,22415425,2227724
56.35,23047484,1342448
18.89,35239982,47942147
29.37,17179802,17338362
34.17,11564469,30165126
47.29,22601802,1327222
33.06,18188848,15251694
46.17,13528192,1394124
53.19,11645841,2086957
32.92,49067567,5639014
44.20,14216730,3486760
43.93,21110701,8538686
25.65,12346792,2987191
42.42,27491994,1504710
53.66,14177245,3869094
57.01,4099917,3647316
57.33,5045865,3689436
57.89,13496707,3278738
48.62,11154939,9803608
42.18,13868756,3489538
42.27,10959257,3437869
47.36,9116060,4078376
39.16,9994065,3089719
42.44,5984764,4802363
48.72,4198063,9599715
39.82,11402972,3480903
49.66,10271449,3140226
28.47,37822846,64205425
35.62,31528170,7095363
43.78,16122600,5510039
43.05,12749178,3679995
44.46,10845872,21006935
43.01,13498964,3703494
44.04,10427431,6588111
49.70,7282586,4571101
41.22,8440940,5424822
35.76,16620965,5481696
50.25,6031601,3958041
51.58,7844481,5128829
46.11,5651738,3330278
50.06,5163100,5042921
42.14,7788097,4156537
40.84,10151453,3469900
52.37,5098710,4815168
48.70,8812797,5081911
48.75,7131236,5210307
52.86,5361611,4391489
48.20,6550636,3675433
47.99,5710899,5478249
41.84,6781801,3776386
53.44,6407222,5467074
39.20,11263048,4244436
45.12,8061029,5140366
46.99,5342327,5215155
31.98,4985583,4471337
52.67,9780626,3243391
30.00,27720391,5580435
49.25,5121384,4836688
49.30,8981725,3426239
49.16,8392319,4066660
49.71,9343692,3787972
47.43,15245532,1554807
46.68,21122547,1447692
52.61,22437362,2524257
49.07,10889723,1604949
52.98,22057831,3558319
51.88,7809124,3491775
56.55,8399458,2721877
58.43,5509231,1763585
58.16,5427184,2389187
52.10,8282640,5354321
47.85,18889368,1213164
30.24,45287806,53182331
23.57,48597108,128207283
51.58,7937234,4200273
43.22,16195962,6137581
36.94,28561486,10153421
54.85,7600993,2282332
57.31,12036286,2414236
52.51,3860895,11028137
34.62,46742123,4594254
42.40,12275372,2544194
48.32,11606258,7832343
56.21,9509213,2251584
56.38,17648430,4183349
55.11,5533336,4465445
55.00,6680897,4093509
48.34,8759427,1866636
54.80,4072352,4089075
52.88,17212218,3212262
34.49,23891301,18724617
39.88,13809213,29134542
43.72,13112303,6695290
37.19,17998269,10433628
52.98,13390352,2469615
32.86,49526180,25676034
31.06,49727796,47347537
35.89,24817277,26864594
39.84,13801160,2803300
57.80,22006577,2834786
57.09,4578594,2891855
38.08,25535502,3486917
32.41,46295919,26861050
46.18,14281321,6553802
34.95,15745706,3225156
46.16,12794904,2058479
58.73,5923162,3436203
51.50,9616427,1388138
55.57,10329848,1352189
36.87,22472045,1272172
37.60,26008758,9242779
51.90,7381946,2823261
50.97,8759367,3765276
52.45,19563568,2127701
35.39,17029031,1940286
37.11,21467234,1547630
44.98,13973769,14863741
47.58,23185969,4034889
47.96,23380621,2614248
45.30,10642360,5480963
56.84,17225167,1092563
56.01,16363536,1383621
54.35,18132483,1142387
52.55,11740635,4398201
35.03,9205683,2582248
56.92,5719024,3660867
46.83,9626412,3241383
36.96,23597974,12246607
40.78,18915592,2690920
52.37,7875618,3067906
56.96,16113778,2235315
53.61,17517780,3400580
45.41,7302961,22885262
21.02,47343017,132396276
50.88,9756272,3059084
36.99,22629841,10999633
55.17,8205578,2954465
