perf, CACHE_MISS_L1, CACHE_MISS_L2
46.15,5099272,4043707
41.45,15198893,11258064
52.93,4340252,1557370
43.96,5773911,6471047
46.10,7507399,7697410
40.78,5820071,3699942
32.20,8754493,32062527
32.05,8973604,33293552
40.21,4886491,20200109
40.42,5568039,20817849
37.28,3555133,5750339
43.43,6975756,9472110
47.54,4430970,6905277
56.57,5406047,5799361
56.99,4146124,4696279
38.13,8789584,9856966
49.23,4307553,7663841
52.65,4069393,2516568
44.95,5180387,13594289
44.53,8524926,2323732
51.66,6139275,3518899
47.63,7548896,4655272
44.47,3729505,6648385
38.42,9605330,11706472
52.36,3509539,2090000
47.09,8516623,4530070
28.41,13498987,22696859
51.45,4046905,5163444
33.59,9924828,8029607
51.25,8896062,3729458
37.59,8249855,28721521
48.74,8941351,6719725
36.62,10613233,2301834
47.62,4529299,8000460
26.31,15955959,17987937
42.41,3475094,5283531
46.32,5288662,12398250
44.17,4539860,10597777
42.36,4840088,5600619
32.01,11913593,10022825
50.94,4872687,2579552
37.03,4830866,3197278
33.15,8457050,6093941
52.37,3151413,1069279
48.21,4648558,7161095
48.09,4080314,6137624
27.45,13723903,23150237
49.53,3895313,4438536
28.69,18917087,25103098
52.83,8723154,3890852
51.42,8831424,3506180
51.14,8903244,4785724
42.40,7283307,1925113
53.53,3756796,4662041
50.37,8453666,12790698
47.76,3131595,4481343
44.21,3732000,4000103
49.83,9134601,5552810
42.43,5844896,9314745
34.74,9607820,12522120
40.56,7940117,4861488
41.83,4647154,7932717
26.42,6692907,13336033
39.37,4118133,5280406
43.39,8522101,5955286
38.74,4590064,2160535
29.48,7210602,12168480
42.87,8062088,23023401
30.55,9769636,7724097
33.69,5565092,3619987
43.71,5070266,1927367
39.06,7760393,12867851
46.47,4698553,5685035
52.23,4874075,5319324
27.70,24125020,6536964
45.88,5035157,6477825
49.15,4512330,3545209
32.79,5166149,11199498
34.46,13756029,3129975
41.91,4153310,4531514
44.17,4140712,4293912
46.49,3230117,4711830
44.82,4235496,4973768
47.18,3563523,5190434
39.12,4806802,6139427
30.87,6765711,9966926
35.72,3083648,9177863
45.33,4447449,3935626
44.17,3226412,5836476
32.66,3201606,14055968
32.67,6130789,3083700
39.82,2097895,5594281
34.60,4457946,2407432
16.01,21057753,53094630
51.43,3900963,3564669
30.31,11460161,4799502
50.26,3843232,4392759
42.91,3012879,6065074
33.23,3580994,4010049
46.42,3723865,6784119
45.91,4445146,4293570
48.75,3681573,4881427
29.72,12200091,11610759
32.25,5991147,8396293
49.12,4065159,3396797
27.23,12862042,20801583
48.71,3633704,5232365
36.27,5327963,12331810
42.21,3209819,6626357
45.31,4044913,7131937
41.90,3962496,9154577
36.65,3908208,7166679
36.14,8869952,2611849
51.72,3305384,2145095
42.33,5421822,10032193
51.96,4151464,3366572
36.35,10078519,15167670
50.39,6496100,5493568
41.28,6285459,17370959
50.05,2642416,3144838
39.27,6104314,17116902
34.35,9215486,3991386
43.35,6498197,8196422
29.27,18545085,15905094
54.50,6230021,3176097
43.84,5903077,22210512
50.89,5951694,8056046
52.11,3229178,2148368
45.13,3650158,6529980
38.71,6067084,6778535
51.96,5956475,7746620
47.47,5681966,8116869
52.03,3688949,1665526
37.77,5270415,6950687
44.36,5041231,7946042
37.87,7142022,6345766
40.02,4868868,3893329
45.95,5121858,3224709
51.38,3449041,2558760
41.61,5534417,8411621
53.33,5459062,4253901
54.17,5682085,2269161
53.07,3381785,2305270
48.04,2982719,5513786
52.77,5563647,2398056
49.29,5511115,4984025
33.47,7401190,11233880
53.23,3327820,2144301
49.46,5513156,8969490
35.51,5599475,9340132
44.25,6276606,5787745
47.71,5177873,7327248
45.18,4271693,2671688
47.64,5343481,5814879
53.14,6877320,3705800
53.56,7222711,3708980
50.46,7058792,6494319
52.64,4547172,3774128
30.57,6760287,15453524
40.50,3724297,6542375
30.46,8977907,11716418
49.79,2236877,3212383
41.14,4474413,6503395
54.49,4155467,2538856
43.36,4303426,5096791
52.39,2620378,2434986
30.49,6677709,15406853
53.27,2535218,2335453
44.69,5594608,11221895
40.31,8435208,8035757
32.51,8606727,7458670
44.89,6977193,17616534
55.61,6149914,2262321
55.36,2558680,1910157
38.47,5869228,22622262
30.19,17394858,12071297
54.11,6092476,5150350
49.73,6246758,12148049
53.69,6741815,5129014
35.67,5341051,7421008
55.31,4096083,2165476
46.78,6385706,14661229
55.74,6671503,3501413
51.09,3344590,1838857
42.01,6234737,22883458
45.07,6604026,2626662
53.44,6747955,4591489
44.89,6385303,2895149
55.77,5628144,2529152
53.71,3856194,3916714
54.51,5330724,4456615
50.10,3106071,2472440
45.03,5186283,11378850
53.94,2532364,2618532
50.65,4219173,2954194
44.01,5913521,16242388
55.35,6155186,2813203
53.60,4693167,2935944
43.93,7512705,4779551
45.94,8475014,3616717
