perf, CACHE_MISS_L1, CACHE_MISS_L2
40.14,25300147,16506936
40.08,28435235,10613635
39.78,30309440,28779789
39.75,11673931,30915188
33.95,16072742,47724318
22.77,22466384,69293598
37.57,29216504,48058937
37.30,29235848,45711829
29.51,27097275,94335343
35.31,31859600,23112594
33.97,24319522,42128292
50.05,16902874,13191075
41.92,44663610,33835481
30.16,78360837,54426184
37.80,30677720,37647529
40.94,14317303,17212809
31.20,31407225,64952455
29.98,31711434,78075571
30.38,28446488,99841707
32.20,29486028,88813159
34.19,27957496,8988877
41.23,29855675,23903366
46.27,14777463,13756390
26.03,20173962,28911148
35.58,26092079,63526238
36.64,30259337,58682438
38.27,16651043,50158379
33.21,19706658,25680134
38.01,26933147,60771746
43.05,17496524,11671073
39.56,16908697,47652611
31.77,27483550,102174857
33.12,30788936,65878623
33.82,35404948,26750539
32.46,30376228,78293418
28.69,22419305,78319318
29.37,34751875,11318051
48.45,26066495,28908001
26.74,59558742,105126476
37.88,26317113,73151210
48.19,12185688,13923035
37.45,26370100,75097436
36.30,25721659,79699792
32.71,25874334,97738724
36.99,24970501,67266572
37.72,25967660,72356474
32.84,23966813,85312651
42.38,25996185,45890416
43.42,27567529,14563096
43.86,25865825,19022243
32.01,26261420,46910169
32.88,24337810,97271543
31.09,23500563,95839185
33.68,26582175,89638941
49.57,27670326,18277307
37.37,32826392,49054358
37.89,25576687,94740448
41.61,25310713,21281744
41.84,22096231,26563193
34.75,25328150,86248764
45.13,27283774,36639957
44.47,27445342,40578137
38.93,27131856,90836762
32.25,27362690,90145081
39.60,26156482,86030020
40.11,24583265,54258615
44.89,29619415,17471454
41.81,19449672,9446217
44.05,30309012,23761136
40.69,32660903,16049484
39.02,26247124,62786004
39.94,23284450,43690537
49.11,26725937,16571303
44.18,23010398,14020886
41.83,13061601,14846711
29.06,29677626,52360837
43.58,24728562,11973708
43.71,30310240,17087007
42.93,29827853,24378830
42.05,25839491,10376526
40.59,29471885,45808053
36.49,31679897,12981761
40.43,23751788,33884848
37.45,27638181,77751437
45.06,23448484,14590101
42.40,24095004,19934899
41.90,25429448,23752027
34.64,22334344,85291576
39.71,26260522,54284265
31.75,22295749,99320397
43.24,30789022,29531665
30.59,29840378,24466912
28.98,31531388,37093838
33.08,32803361,41467909
42.29,23244574,27226412
34.27,18988184,35216126
37.62,26399994,59157487
38.47,23874650,46317650
39.99,27281426,96177046
30.43,27019871,83543131
34.77,26033470,88305740
43.55,27405478,64457154
42.66,29205489,20931671
37.17,31593386,18772469
39.85,27667883,96133053
26.61,50421151,8817713
29.10,22441664,64071981
43.28,24181250,13344397
41.35,27888530,13028429
41.65,28007218,11767240
29.82,20856961,28167495
38.17,23243827,23825499
39.66,17242699,6765043
24.26,22555436,66747023
25.32,24298739,65423188
37.71,25871758,15808640
30.03,27023683,78213469
33.95,29323404,28271619
42.13,28064322,10966516
29.90,37567569,28046132
27.99,28274864,88399322
30.63,25672747,16026157
26.01,33428519,50975488
31.34,17816228,22247013
39.43,28232517,14757421
34.99,14695240,22915736
36.78,24197284,14965871
34.58,23545781,76812313
35.80,24335879,32187124
37.88,20955660,14355496
31.97,27723780,9723568
39.12,22555965,39312330
31.88,27374330,65965680
48.57,12697040,15290732
13.97,67051666,208918642
19.86,71402227,94161982
42.63,23974558,22179921
25.94,41102976,19079379
40.67,20998396,26360155
41.09,21264035,23093965
36.83,23819882,27628403
26.49,11381188,18839415
35.87,21073276,26412558
33.65,26008905,37840160
37.91,20767788,15245059
34.02,33279495,29961697
41.39,15794173,20862304
33.96,15773068,12994085
34.54,15222976,12294507
29.21,52566194,10557223
31.98,26192841,53144158
21.47,41687256,112115667
21.44,41288343,120443372
30.68,26473481,66013214
45.81,13228249,16665695
15.86,67644108,161749455
16.11,67342289,157925931
42.70,11089842,22746646
33.73,24435472,34918518
41.60,14891177,33384374
36.19,14588126,48137677
40.59,18621511,15843031
33.45,13646758,10803252
41.33,20072064,15984577
41.21,19397190,8877588
39.96,24853077,11189654
40.79,18442809,30406966
19.64,73500508,107082726
24.96,40198511,84524067
34.47,26865005,50896151
46.76,14631543,22808146
35.83,21749191,29364194
46.65,15618694,17879225
41.40,19019811,21644525
24.65,44733676,39498568
27.55,33692106,29091249
34.48,11988998,22856527
26.03,38454676,24107085
25.50,39555552,21274706
48.37,12520650,16302832
37.85,19298203,34741819
14.21,65483158,200540940
13.00,65601038,211681929
16.35,67416464,143249967
39.03,18232220,26319864
17.35,67992765,125094619
47.15,14951721,14650513
24.90,48724844,32129715
45.04,12284527,19533812
21.53,71172917,30582970
46.54,14706042,16585037
44.58,14091216,21744880
25.17,37216599,23965913
42.99,10856936,28033288
42.70,14372959,20555309
26.60,16851750,16974914
35.82,19411201,16832863
25.33,36695873,16119311
24.46,41352797,31933524
34.03,18645466,9360368
