perf, CACHE_MISS_L1, CACHE_MISS_L2
48.57,1999509,1219168
47.25,2018925,1171393
48.40,2048356,1124716
48.27,2014818,1127849
38.91,2018243,1051016
49.07,2032113,1082239
49.10,2029005,1088570
48.90,2038495,842898
51.90,2039099,459729
52.06,2106410,478440
51.13,2098597,570937
41.77,2108053,454837
50.66,2064153,564366
51.00,2089074,490593
51.36,2149204,489999
50.88,2109459,410312
40.34,1917180,619807
48.89,2011924,1061932
38.70,2022700,1039086
48.35,2045095,1262045
47.91,2028807,996492
49.71,2060515,685011
39.03,2016155,695470
49.78,2051747,691146
48.86,2058724,842903
50.67,2070408,516698
42.54,2029988,487600
50.53,2063076,597158
49.93,2088691,851002
50.02,2108821,706350
51.90,2111772,497464
41.51,2070948,488560
48.95,2129499,527458
39.32,2033378,671469
50.18,2050742,567339
47.32,2044217,843607
38.48,2017518,874083
49.01,2049406,911863
49.85,2072155,592065
50.70,2078751,518886
51.62,2142748,461618
51.24,2125514,488568
48.68,2224520,546441
41.10,2163655,531095
50.49,2121507,448483
48.39,2296589,518906
40.25,1956728,510150
47.89,2010941,839087
48.24,2062834,840565
51.83,2062863,460059
50.81,2111895,419814
50.57,2099703,438334
49.69,2102875,588865
52.28,2116655,496710
52.30,2102249,502156
40.16,2039650,855108
51.40,2156755,454228
51.99,2108007,498798
50.06,2106860,735001
50.83,2064653,537963
50.89,2125485,466550
50.49,2131383,529442
42.74,2077174,468405
43.95,2270660,427499
49.90,2129389,653442
50.81,2090125,444561
50.16,2082043,841044
52.10,2120629,481494
50.65,2094741,515845
51.07,2111594,480364
42.21,2154993,476919
42.48,2089077,517556
50.77,2141482,423562
50.58,2110853,439741
49.95,2282720,460416
41.26,2117541,461316
51.45,2112052,507950
41.33,2072742,531377
51.84,2148163,458358
51.14,2224247,443120
51.41,2160207,463390
51.02,2119765,421989
50.40,2102079,436610
49.91,2274562,470771
41.87,2025922,448539
50.75,2102943,444101
49.98,1992300,1184954
50.10,2002411,1171690
41.00,1999404,1140280
49.73,1998082,1219434
42.99,1982465,1116961
50.44,1995680,1143812
50.42,1996622,1152650
50.72,2012391,1141598
42.66,1977626,1121438
42.58,1977224,1148256
41.56,1992015,982975
50.75,2043009,941019
42.99,1979187,994481
50.98,2017451,997935
51.10,1990330,844263
52.06,1989283,601998
43.73,2006561,517484
45.09,2019065,477628
44.61,2017469,561560
46.18,2044590,530403
45.28,2032210,510682
45.28,2077129,494116
53.27,2094130,468253
52.65,2081154,532162
53.44,2056044,532599
44.39,2147010,488947
52.36,2153694,486519
45.12,2105326,480863
52.46,2128051,432354
51.94,2117083,457153
51.97,2178696,457243
51.87,2180382,454916
44.47,2038549,452996
50.32,1979481,1174425
50.23,2001699,1131210
50.15,2016272,1155574
50.74,2014181,1125757
40.70,1969497,1366197
42.37,2001124,1152428
50.83,2010159,964975
47.38,2011414,963717
52.06,2030430,615854
51.39,2013899,649926
51.79,2023583,619674
51.33,2030191,517705
52.08,2041974,520334
45.09,2036106,523460
44.48,2047726,484807
52.45,2094561,476889
52.20,2094614,490690
51.98,2166140,487125
51.52,2093566,505448
51.98,2092117,524600
52.17,2115498,435402
52.51,1996136,448906
41.93,1977745,941220
50.36,2006670,993229
51.41,1998397,813091
51.20,2011482,816918
43.16,1993855,618957
52.33,2023753,503857
44.45,2061084,433220
51.51,2100058,703329
44.26,2079382,457618
52.24,2143590,482240
44.19,2084818,500905
52.51,2118809,411720
51.88,2176538,442458
51.39,2123369,510539
51.56,2026859,624617
51.75,2041330,618594
51.45,2027379,641723
45.10,2142964,425303
45.07,2110381,406406
52.50,2089921,437366
52.49,2141464,438214
52.14,2134028,445152
51.96,2179203,471347
51.60,2170649,452922
51.85,2018006,487244
52.33,2051895,531646
44.98,2008796,532078
52.68,2059945,523724
53.43,2085105,472046
52.72,2091639,497313
53.15,2070932,505071
53.36,2097474,507525
52.27,2149775,475679
45.25,2103924,470914
52.40,2121173,424756
52.30,2133032,429509
44.32,2155555,448590
51.95,2165812,455133
51.93,2163594,450209
52.18,2019883,475833
53.33,2065209,475902
53.54,2088687,445417
52.47,2090520,502420
53.81,2068235,509994
52.32,2104905,463171
52.85,2142380,456329
52.10,2105767,462767
52.52,2144934,420390
52.25,2107376,446560
52.94,2115414,463793
52.85,2105539,422350
52.77,2106640,415166
44.72,2148457,422160
52.60,2115853,431426
52.66,2017296,439984
52.74,2128447,424669
52.19,2191027,420639
52.55,2115215,435264
52.78,2019926,442786
